Property Name,Location,Price,Price per sqft,Area,BHK,Type,Posted Time,Posted By,Property URL,Image URL,Page
Eureka Park By Tata Value Homes,"Sector 150, Noida",11500000,10454,"1,100 sqft",2 BHK,Ready To Move,Dealer·1w ago,The Three Man Properties,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-eureka-park-by-tata-value-homes-sector-150-noida-1100-sq-ft-spid-U79281283,N/A,page_46.html
ABA Cleo Gold,"sector 121, Noida",110000000,24691,"4,455 sqft",4 BHK,Ready To Move,Dealer·1mo ago,Next Homes,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-aba-cleo-gold-sector-121-noida-4455-sq-ft-r14-spid-Y53242916,N/A,page_46.html
Gulshan Ikebana,"Sector 143, Noida",17500000,12905,"1,356 sqft",3 BHK,Ready To Move,Dealer·4w ago,Shree Ram Real Estate,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gulshan-ikebana-sector-143-noida-1356-sq-ft-spid-Y79060681,N/A,page_46.html
Express Zenith,"Sector 77, Noida",23000000,10434,"2,165 sqft",3 BHK,Ready To Move,Dealer·1mo ago,PROPERTY HOUSE,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-express-zenith-sector-77-noida-2165-sq-ft-spid-A79898135,N/A,page_46.html
Jaypee Greens The Pavilion Court,"Sector 128, Noida",18000000,9890,"1,820 sqft",3 BHK,Ready To Move,N/A,Real Propmart,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-the-pavilion-court-sector-128-noida-1820-sq-ft-spid-J80807257,N/A,page_46.html
Gardenia Glory,"Sector 46, Noida",15000000,8571,"1,750 sqft",3 BHK,Ready To Move,N/A,Mr. Propadvisor,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gardenia-glory-sector-46-noida-1750-sq-ft-spid-D80417843,N/A,page_46.html
Jaypee Greens Knights Court,"Sector 128, Noida",56000000,13658,"4,100 sqft",4 BHK,Ready To Move,Dealer·3w ago,LandMark Reality,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-knights-court-sector-128-noida-4100-sq-ft-spid-C80280697,N/A,page_46.html
Jaypee Greens Imperial Court,"Sector 128, Noida",77500000,14903,"5,200 sqft",4 BHK,Ready To Move,N/A,Real Propmart,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-imperial-court-sector-128-noida-5200-sq-ft-spid-F80244769,N/A,page_46.html
Jaypee Greens Kalypso Court,"Sector 128, Noida",25000000,12195,"2,050 sqft",2 BHK,Ready To Move,Dealer·4w ago,LandMark Reality,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kalypso-court-sector-128-noida-2050-sq-ft-spid-R80225313,N/A,page_46.html
Jaypee Greens Pavilion Heights,"Sector 128, Noida",25000000,12594,"1,985 sqft",3 BHK,Ready To Move,N/A,Real Propmart,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-pavilion-heights-sector-128-noida-1985-sq-ft-spid-T79702463,N/A,page_46.html
Jaypee Greens Pavilion Heights,"Sector 128, Noida",25000000,12709,"1,967 sqft",3 BHK,Ready To Move,N/A,Real Propmart,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-pavilion-heights-sector-128-noida-1967-sq-ft-spid-F79702979,N/A,page_46.html
Jaypee Greens The Pavilion Court,"Sector 128, Noida",12500000,9259,"1,350 sqft",2 BHK,Ready To Move,N/A,Real Propmart,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-the-pavilion-court-sector-128-noida-1350-sq-ft-spid-O79646165,N/A,page_46.html
Jaypee Greens The Pavilion Court,"Sector 128, Noida",12500000,9157,"1,365 sqft",2 BHK,Ready To Move,N/A,Real Propmart,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-the-pavilion-court-sector-128-noida-1365-sq-ft-spid-N79650473,N/A,page_46.html
3C Lotus Panache,"Sector 110, Noida",16000000,10471,"1,528 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Iconic Realty Propmart,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-3c-lotus-panache-sector-110-noida-1528-sq-ft-spid-S76741545,N/A,page_46.html
Gulshan Botnia,"Sector 144, Noida",19000000,13868,"1,370 sqft",3 BHK,Ready To Move,Dealer·1mo ago,The Home Solutions,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gulshan-botnia-sector-144-noida-1370-sq-ft-spid-K80174987,N/A,page_46.html
Paras Tierea,"Sector 137, Noida",7300000,7891,925 sqft,2 BHK,Ready To Move,Dealer·1mo ago,Ultime india,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-paras-tierea-sector-137-noida-925-sq-ft-spid-Y79570095,N/A,page_46.html
Apex Athena,"Sector 75, Noida",24000000,13856,"1,732 sqft",3 BHK,Ready To Move,Dealer·3d ago,JMB REAL ESTATE,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-apex-athena-sector-75-noida-1732-sq-ft-spid-N80717353,N/A,page_46.html
Maxblis White House,"Sector 75, Noida",16500000,12500,"1,320 sqft",3 BHK,Ready To Move,Dealer·1w ago,JMB REAL ESTATE,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-maxblis-white-house-sector-75-noida-1320-sq-ft-spid-Z80578083,N/A,page_46.html
Ivy County,"Sector 75, Noida",37500000,17655,"2,124 sqft",3 BHK,Ready To Move,Dealer·2w ago,JMB REAL ESTATE,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ivy-county-sector-75-noida-2124-sq-ft-spid-R80577191,N/A,page_46.html
Ivy County,"Sector 75, Noida",43500000,17323,"2,511 sqft",4 BHK,Ready To Move,Dealer·2w ago,JMB REAL ESTATE,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-ivy-county-sector-75-noida-2511-sq-ft-spid-P80525587,N/A,page_46.html
Mahagun Mirabella,"Sector 79, Noida",15400000,11000,"1,400 sqft",2 BHK,Ready To Move,Dealer·3w ago,Arya property,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-mahagun-mirabella-sector-79-noida-1400-sq-ft-spid-I79947937,N/A,page_47.html
Eureka Park By Tata Value Homes,"Sector 150, Noida",12500000,11363,"1,100 sqft",2 BHK,Ready To Move,Dealer·1w ago,Guru Ji Associates,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-eureka-park-by-tata-value-homes-sector-150-noida-1100-sq-ft-spid-G80416859,N/A,page_47.html
ACE Parkway,"Sector 150, Noida",29700000,13561,"2,190 sqft",3 BHK,Ready To Move,Dealer·2w ago,Guru Ji Associates,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ace-parkway-sector-150-noida-2190-sq-ft-spid-G79317421,N/A,page_47.html
Galaxy North Avenue 2,Noida Extension,6600000,7135,925 sqft,2 BHK,Ready To Move,Dealer·2w ago,Dial Property,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-galaxy-north-avenue-2-noida-extension-noida-925-sq-ft-spid-H79292953,N/A,page_47.html
Mahagun Mezzaria,"Sector 78, Noida",57500000,15231,"3,775 sqft",5 BHK,Ready To Move,Dealer·6d ago,Realth,https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-mahagun-mezzaria-sector-78-noida-3775-sq-ft-spid-V80622379,N/A,page_47.html
Samridhi Luxuriya Avenue,"Sector 150, Noida",18100000,13000,"1,395 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Yogesh Pandey,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-samridhi-luxuriya-avenue-sector-150-noida-1395-sq-ft-spid-H80073257,N/A,page_47.html
ATS Pious Hideaways,"Sector 150, Noida",18500000,18137,"1,020 sqft",3 BHK,Under Construction,Today,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-pious-hideaways-sector-150-noida-1020-sq-ft-spid-K80890789,N/A,page_47.html
Gulshan Dynasty,"Sector 144, Noida",89000000,31972,"4,700 sqft",4 BHK,Ready To Move,Dealer·1mo ago,The Prop Care,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-gulshan-dynasty-sector-144-noida-4700-sq-ft-r1-spid-T78826497,N/A,page_47.html
Jaypee Greens Imperial Court,"Sector 128, Noida",38500000,14473,"2,660 sqft",3 BHK,Ready To Move,Dealer·3w ago,The Prop Care,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-imperial-court-sector-128-noida-2660-sq-ft-spid-P79155371,N/A,page_47.html
Jaypee Greens Kosmos,"Sector 134, Noida",10700000,8560,"1,250 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Homes Realtors,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kosmos-sector-134-noida-1250-sq-ft-spid-H78837051,N/A,page_47.html
Jaypee Greens Kosmos,"Sector 134, Noida",7451000,7926,940 sqft,2 BHK,Ready To Move,Dealer·1mo ago,The Prop Care,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kosmos-sector-134-noida-940-sq-ft-spid-B78981089,N/A,page_47.html
ATS One Hamlet,"Sector 104, Noida",85000000,20930,"4,300 sqft",4 BHK,Ready To Move,Dealer·1mo ago,Sai Kirpa Associate,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-ats-one-hamlet-sector-104-noida-4300-sq-ft-spid-Z78742419,N/A,page_47.html
Dasnac Burj Noida,"Sector 75, Noida",47000000,15499,"3,030 sqft",4 BHK,Ready To Move,N/A,Golf Property,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-dasnac-burj-noida-sector-75-noida-3030-sq-ft-spid-N79849107,N/A,page_47.html
Apex Athena,"Sector 75, Noida",21500000,12413,"1,732 sqft",3 BHK,Ready To Move,N/A,Golf Property,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-apex-athena-sector-75-noida-1732-sq-ft-spid-G78785827,N/A,page_47.html
Apex Athena,"Sector 75, Noida",15600000,12046,"1,295 sqft",2 BHK,Ready To Move,N/A,Golf Property,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-apex-athena-sector-75-noida-1295-sq-ft-spid-V78785723,N/A,page_47.html
Dasnac The Jewel of Noida,"Sector 75, Noida",23600000,14216,"1,660 sqft",3 BHK,Ready To Move,N/A,Golf Property,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-dasnac-the-jewel-of-noida-sector-75-noida-1660-sq-ft-spid-A78785479,N/A,page_47.html
Apex Athena,"Sector 75, Noida",15500000,11969,"1,295 sqft",2 BHK,Ready To Move,N/A,Golf Property,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-apex-athena-sector-75-noida-1295-sq-ft-spid-R78757103,N/A,page_47.html
Eureka Park By Tata Value Homes,"Sector 150, Noida",14000000,10894,"1,285 sqft",3 BHK,Ready To Move,Dealer·3w ago,Skyera Real Estates,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-eureka-park-by-tata-value-homes-sector-150-noida-1285-sq-ft-spid-K79971135,N/A,page_47.html
Eureka Park By Tata Value Homes,"Sector 150, Noida",14000000,10894,"1,285 sqft",3 BHK,Ready To Move,Dealer·3w ago,Skyera Real Estates,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-eureka-park-by-tata-value-homes-sector-150-noida-1285-sq-ft-spid-X79979161,N/A,page_47.html
Eureka Park By Tata Value Homes,"Sector 150, Noida",11500000,10454,"1,100 sqft",2 BHK,Ready To Move,Dealer·3w ago,Skyera Real Estates,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-eureka-park-by-tata-value-homes-sector-150-noida-1100-sq-ft-r1-spid-Q78868131,N/A,page_47.html
AVS Orchard,"Sector 77, Noida",18700000,11339,"1,650 sqft",3 BHK,Ready To Move,Dealer·1mo ago,vr reaestate,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-avs-orchard-sector-77-noida-1650-sq-ft-spid-U79792681,N/A,page_47.html
Mahagun Mezzaria,"Sector 78, Noida",55000000,15602,"3,525 sqft",4 BHK,Ready To Move,Dealer·3w ago,Brix nd Brix Realty,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-mahagun-mezzaria-sector-78-noida-3525-sq-ft-spid-G79954631,N/A,page_47.html
Logix Blossom County,"Sector 137, Noida",26500000,11157,"2,375 sqft",4 BHK,Ready To Move,Dealer·1mo ago,Shree Ram Real Estate,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-logix-blossom-county-sector-137-noida-2375-sq-ft-spid-S79853419,N/A,page_47.html
The Hyde Park,"Sector 78, Noida",11500000,12568,"1,080 sqft",2 BHK,Ready To Move,Dealer·2w ago,Gauri Associates,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-the-hyde-park-sector-78-noida-1080-sq-ft-spid-V80552091,N/A,page_47.html
The Hyde Park,"Sector 78, Noida",31500000,13235,"2,380 sqft",4 BHK,Ready To Move,Dealer·3w ago,Gauri Associates,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-the-hyde-park-sector-78-noida-2380-sq-ft-spid-O80274635,N/A,page_47.html
The Hyde Park,"Sector 78, Noida",12000000,11111,"1,080 sqft",2 BHK,Ready To Move,Dealer·3w ago,Gauri Associates,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-the-hyde-park-sector-78-noida-1080-sq-ft-spid-L80277661,N/A,page_47.html
The Hyde Park,"Sector 78, Noida",17500000,10593,"1,320 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Gauri Associates,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-the-hyde-park-sector-78-noida-1320-sq-ft-r2-spid-R75706541,N/A,page_48.html
Jaypee Greens Kosmos,"Sector 134, Noida",12000000,8391,"1,430 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Ghar,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kosmos-sector-134-noida-1430-sq-ft-spid-Z78778471,N/A,page_48.html
Prateek Stylome,"Sector 45, Noida",60000000,16551,"3,625 sqft",5 BHK,Ready To Move,Dealer·1w ago,Abn Propmart,https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-prateek-stylome-sector-45-noida-3625-sq-ft-spid-B80394753,N/A,page_48.html
ATS Pious Hideaways,"Sector 150, Noida",18500000,18137,"1,020 sqft",3 BHK,Under Construction,Today,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-pious-hideaways-sector-150-noida-1020-sq-ft-spid-K80890789,N/A,page_48.html
Amrapali Silicon City,"Sector 76, Noida",13500000,9507,"1,420 sqft",3 BHK,Ready To Move,Dealer·3w ago,Property Home,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-amrapali-silicon-city-sector-76-noida-1420-sq-ft-spid-M80121653,N/A,page_48.html
Supertech Cape Town,"Sector 74, Noida",9800000,8521,"1,150 sqft",2 BHK,Ready To Move,N/A,"Gupta ji Properties, (Gupta Ji Bricks Pvt Ltd)",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-supertech-cape-town-sector-74-noida-1150-sq-ft-spid-I78849711,N/A,page_48.html
Amrapali Silicon City,"Sector 76, Noida",19000000,10354,"1,835 sqft",3 BHK,Ready To Move,Dealer·3w ago,Property Home,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-amrapali-silicon-city-sector-76-noida-1835-sq-ft-spid-C80121801,N/A,page_48.html
Jaypee Greens Kosmos,"Sector 134, Noida",17000000,8602,"1,860 sqft",4 BHK,Ready To Move,N/A,Umang Estates,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kosmos-sector-134-noida-1860-sq-ft-r3-spid-I72359144,N/A,page_48.html
Supertech Ecociti,"Sector 137, Noida",9500000,8780,"1,082 sqft",2 BHK,Ready To Move,Dealer·1mo ago,Investors Club Realty,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-supertech-ecociti-sector-137-noida-1082-sq-ft-spid-F78757695,N/A,page_48.html
Supertech Cape Town,"Sector 74, Noida",9500000,8260,"1,150 sqft",2 BHK,Ready To Move,N/A,"Gupta ji Properties, (Gupta Ji Bricks Pvt Ltd)",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-supertech-cape-town-sector-74-noida-1150-sq-ft-spid-R79896761,N/A,page_48.html
Amrapali Silicon City,"Sector 76, Noida",12600000,8873,"1,420 sqft",3 BHK,Ready To Move,Dealer·1mo ago,PROPWORK REALTY SERVICES,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-amrapali-silicon-city-sector-76-noida-1420-sq-ft-spid-W79005145,N/A,page_48.html
Dasnac The Jewel of Noida,"Sector 75, Noida",17100000,22064,"1,370 sqft",2 BHK,Ready To Move,N/A,Golf Property,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-dasnac-the-jewel-of-noida-sector-75-noida-1370-sq-ft-spid-D78785383,N/A,page_48.html
AVS Orchard,"Sector 77, Noida",14700000,11400,"1,290 sqft",2 BHK,Ready To Move,Dealer·1mo ago,vr reaestate,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-avs-orchard-sector-77-noida-1290-sq-ft-spid-Z79792871,N/A,page_48.html
ACE Parkway,"Sector 150, Noida",55000000,16058,"3,425 sqft",4 BHK,Ready To Move,N/A,Taurus Estate,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-ace-parkway-sector-150-noida-3425-sq-ft-r1-spid-T78497541,N/A,page_48.html
ACE Parkway,"Sector 150, Noida",12500000,11415,"1,095 sqft",2 BHK,Ready To Move,N/A,Taurus Estate,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ace-parkway-sector-150-noida-1095-sq-ft-r1-spid-V78495845,N/A,page_48.html
Express Zenith,"Sector 77, Noida",26800000,13673,"1,960 sqft",3 BHK,Ready To Move,N/A,KGN Real Estate,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-express-zenith-sector-77-noida-1960-sq-ft-spid-D79118225,N/A,page_48.html
Eureka Park By Tata Value Homes,"Sector 150, Noida",14100000,10972,"1,285 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Rise Property,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-eureka-park-by-tata-value-homes-sector-150-noida-1285-sq-ft-spid-D78833025,N/A,page_48.html
ATS Pristine,"Sector 150, Noida",27000000,15428,"1,750 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Inder Associates,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-pristine-sector-150-noida-1750-sq-ft-spid-U79606441,N/A,page_48.html
Amrapali Centurian Park Terrace Homes,Noida Extension,7700000,6497,"1,185 sqft",2 BHK,Ready To Move,Dealer·2w ago,investors solutions,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-amrapali-centurian-park-terrace-homes-noida-extension-noida-1185-sq-ft-spid-W80567955,N/A,page_48.html
The Hyde Park,"Sector 78, Noida",18000000,11612,"1,550 sqft",3 BHK,Ready To Move,Dealer·3w ago,Prop infra,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-the-hyde-park-sector-78-noida-1550-sq-ft-spid-M80320063,N/A,page_48.html
Galaxy Vega,Noida Extension,10500000,7777,"1,350 sqft",3 BHK,Ready To Move,Dealer·1w ago,ShivKumar,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-galaxy-vega-noida-extension-noida-1350-sq-ft-spid-U79372221,N/A,page_48.html
ABA Cleo County,"sector 121, Noida",46400000,18954,"2,448 sqft",4 BHK,Ready To Move,N/A,Everonn Value Ventures,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-aba-cleo-county-sector-121-noida-2448-sq-ft-spid-L79257271,N/A,page_48.html
Amrapali Silicon City,"Sector 76, Noida",17500000,9536,"1,835 sqft",3 BHK,Ready To Move,Dealer·2w ago,Rajshree Properties,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-amrapali-silicon-city-sector-76-noida-1835-sq-ft-spid-N80527649,N/A,page_48.html
Amrapali Silicon City,"Sector 76, Noida",13700000,9647,"1,420 sqft",3 BHK,Ready To Move,Dealer·2w ago,Rajshree Properties,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-amrapali-silicon-city-sector-76-noida-1420-sq-ft-spid-Q80502825,N/A,page_48.html
3C Lotus Panache,"Sector 110, Noida",15800000,10340,"1,528 sqft",3 BHK,Ready To Move,Dealer·1mo ago,MANI PROPERTIES,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-3c-lotus-panache-sector-110-noida-1528-sq-ft-spid-Z79071351,N/A,page_48.html
Supertech Cape Town,"Sector 74, Noida",14700000,9046,"1,625 sqft",3 BHK,Ready To Move,N/A,"Gupta ji Properties, (Gupta Ji Bricks Pvt Ltd)",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-supertech-cape-town-sector-74-noida-1625-sq-ft-spid-T79900637,N/A,page_48.html
3C Lotus Panache,"Sector 110, Noida",13500000,9540,"1,415 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Shree G Associates,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-3c-lotus-panache-sector-110-noida-1415-sq-ft-spid-Z79937697,N/A,page_49.html
AVS Orchard,"Sector 77, Noida",20200000,10500,"1,925 sqft",3 BHK,Ready To Move,Dealer·1mo ago,vr reaestate,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-avs-orchard-sector-77-noida-1925-sq-ft-spid-Q79793039,N/A,page_49.html
Amrapali HeartBeat City,"Sector 107, Noida",21300000,10191,"2,085 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Om Sai Estate,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-amrapali-heartbeat-city-sector-107-noida-2085-sq-ft-spid-T79770433,N/A,page_49.html
Express Zenith,"Sector 77, Noida",26500000,13730,"1,930 sqft",3 BHK,Ready To Move,N/A,KGN Real Estate,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-express-zenith-sector-77-noida-1930-sq-ft-spid-W79114621,N/A,page_49.html
ATS Le Grandiose,"Sector 150, Noida",16200000,9969,"1,625 sqft",3 BHK,Ready To Move,Dealer·2w ago,SHAURYA ENTERPRISES,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-le-grandiose-sector-150-noida-1625-sq-ft-spid-D80540221,N/A,page_49.html
Eureka Park By Tata Value Homes,"Sector 150, Noida",11500000,10454,"1,100 sqft",2 BHK,Ready To Move,Dealer·1mo ago,Radhika Infra Realtech,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-eureka-park-by-tata-value-homes-sector-150-noida-1100-sq-ft-spid-W79806435,N/A,page_49.html
ACE Parkway,"Sector 150, Noida",12400000,11324,"1,095 sqft",2 BHK,Ready To Move,N/A,KJ Infra Pvt. Ltd.,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ace-parkway-sector-150-noida-1095-sq-ft-spid-K79841923,N/A,page_49.html
County 107,"Sector 107, Noida",78900000,22536,"3,501 sqft",4 BHK,Ready To Move,Dealer·1mo ago,GSNEGI REALTY AND FINANCE SOLUTIONS,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-county-107-sector-107-noida-3501-sq-ft-r5-spid-C73014201,N/A,page_49.html
ATS Pious Hideaways,"Sector 150, Noida",18500000,18137,"1,020 sqft",3 BHK,Under Construction,Today,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-pious-hideaways-sector-150-noida-1020-sq-ft-spid-K80890789,N/A,page_49.html
Maxblis Grand Wellington,"Sector 75, Noida",7250000,11788,615 sqft,1 BHK,Ready To Move,N/A,KGN Real Estate,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-maxblis-grand-wellington-sector-75-noida-615-sq-ft-spid-D80079391,N/A,page_49.html
Supertech Ecociti,"Sector 137, Noida",9500000,8780,"1,082 sqft",2 BHK,Ready To Move,Dealer·1mo ago,SKY HIGH REALTORS & PROPERTIES,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-supertech-ecociti-sector-137-noida-1082-sq-ft-spid-I79614843,N/A,page_49.html
Gaur 16th Avenue,Noida Extension,10500000,7581,"1,385 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Dial Property,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gaur-16th-avenue-noida-extension-noida-1385-sq-ft-spid-X79653455,N/A,page_49.html
Amrapali Silicon City,"Sector 76, Noida",13000000,9154,"1,420 sqft",3 BHK,Ready To Move,Dealer·3w ago,ELITE PROPERTY GURUS,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-amrapali-silicon-city-sector-76-noida-1420-sq-ft-spid-W79079763,N/A,page_49.html
3C Lotus Panache,"Sector 110, Noida",16500000,9598,"1,719 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Shree G Associates,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-3c-lotus-panache-sector-110-noida-1719-sq-ft-spid-K80077377,N/A,page_49.html
County 107,"Sector 107, Noida",77500000,22136,"3,501 sqft",4 BHK,Ready To Move,Dealer·1mo ago,N.s.properties,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-county-107-sector-107-noida-3501-sq-ft-r1-spid-A78811023,N/A,page_49.html
Amrapali HeartBeat City,"Sector 107, Noida",17800000,8376,"2,125 sqft",3 BHK,Ready To Move,Dealer·2w ago,Prop infra,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-amrapali-heartbeat-city-sector-107-noida-2125-sq-ft-spid-F80460329,N/A,page_49.html
3C Lotus Panache,"Sector 110, Noida",21000000,10144,"2,070 sqft",3 BHK,Ready To Move,Dealer·1mo ago,MANI PROPERTIES,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-3c-lotus-panache-sector-110-noida-2070-sq-ft-spid-Y79071307,N/A,page_49.html
Amrapali Silicon City,"Sector 76, Noida",12700000,8943,"1,420 sqft",3 BHK,Ready To Move,Dealer·4d ago,PROPWORK REALTY SERVICES,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-amrapali-silicon-city-sector-76-noida-1420-sq-ft-spid-U80487835,N/A,page_49.html
Amrapali Silicon City,"Sector 76, Noida",14500000,9385,"1,545 sqft",3 BHK,Ready To Move,Dealer·4d ago,PROPWORK REALTY SERVICES,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-amrapali-silicon-city-sector-76-noida-1545-sq-ft-spid-X80467523,N/A,page_49.html
Amrapali Silicon City,"Sector 76, Noida",7750000,7948,"1,035 sqft",2 BHK,Ready To Move,Dealer·5d ago,Neelkanth Real Estate,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-amrapali-silicon-city-sector-76-noida-1035-sq-ft-r2-spid-O77787887,N/A,page_49.html
JM Aroma,"Sector 75, Noida",13500000,10188,"1,325 sqft",3 BHK,Ready To Move,N/A,Prop Partners,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jm-aroma-sector-75-noida-1325-sq-ft-spid-O80552887,N/A,page_49.html
