Property Name,Location,Price,Price per sqft,Area,BHK,Type,Posted Time,Posted By,Property URL,Image URL,Page
Panchsheel Pratishtha,"Sector 75, Noida",20500000,13725,"1,495 sqft",3 BHK,Ready To Move,Dealer·3w ago,PROPERTY HOUSE,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-panchsheel-pratishtha-sector-75-noida-1495-sq-ft-spid-K80329847,N/A,page_11.html
Eureka Park By Tata Value Homes,"Sector 150, Noida",14000000,10894,"1,285 sqft",3 BHK,Ready To Move,Dealer·1w ago,RK Propwell Pvt. Ltd.,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-eureka-park-by-tata-value-homes-sector-150-noida-1285-sq-ft-spid-F78622697,N/A,page_11.html
Paras Tierea,"Sector 137, Noida",6800000,8242,825 sqft,2 BHK,Ready To Move,Dealer·1mo ago,S.K. Properties,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-paras-tierea-sector-137-noida-825-sq-ft-spid-S79606563,N/A,page_11.html
Paramount Floraville,"Sector 137, Noida",10800000,10334,"1,045 sqft",2 BHK,Ready To Move,N/A,Vidhi Infra Developers,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-paramount-floraville-sector-137-noida-1045-sq-ft-spid-C79871331,N/A,page_11.html
Gaur 16th Avenue,Noida Extension,10800000,8014,"1,385 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Dial Property,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gaur-16th-avenue-noida-extension-noida-1385-sq-ft-spid-J79687987,N/A,page_11.html
ATS One Hamlet,"Sector 104, Noida",42000000,19534,"2,150 sqft",3 BHK,Ready To Move,Dealer·3d ago,Sai Kirpa Associate,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-one-hamlet-sector-104-noida-2150-sq-ft-spid-D79845657,N/A,page_11.html
Mahagun Mezzaria,"Sector 78, Noida",37500000,15000,"2,500 sqft",3 BHK,Ready To Move,Dealer·1mo ago,PROPERTY HOUSE,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mahagun-mezzaria-sector-78-noida-2500-sq-ft-spid-K79881255,N/A,page_11.html
Paras Tierea,"Sector 137, Noida",11200000,8205,"1,365 sqft",3 BHK,Ready To Move,Dealer·1mo ago,S.K. Properties,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-paras-tierea-sector-137-noida-1365-sq-ft-spid-J79608285,N/A,page_11.html
Paras Tierea,"Sector 137, Noida",12000000,7537,"1,592 sqft",3 BHK,Ready To Move,Dealer·1w ago,S.K. Properties,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-paras-tierea-sector-137-noida-1592-sq-ft-spid-I79366601,N/A,page_11.html
Eureka Park By Tata Value Homes,"Sector 150, Noida",11500000,10454,"1,100 sqft",2 BHK,Ready To Move,Dealer·1w ago,AAVYA WEALTH MANAGEMENT,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-eureka-park-by-tata-value-homes-sector-150-noida-1100-sq-ft-spid-B80691873,N/A,page_11.html
ACE Parkway,"Sector 150, Noida",13200000,12165,"1,085 sqft",2 BHK,Ready To Move,Dealer·1mo ago,Guru Ji Associates,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ace-parkway-sector-150-noida-1085-sq-ft-spid-T79820617,N/A,page_11.html
ATS Pious Hideaways,"Sector 150, Noida",19000000,11764,"1,615 sqft",3 BHK,Ready To Move,Dealer·1w ago,PRIYANKA,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-pious-hideaways-sector-150-noida-1615-sq-ft-r1-spid-G79400701,N/A,page_11.html
ATS Pristine,"Sector 150, Noida",24000000,14117,"1,700 sqft",3 BHK,Ready To Move,Dealer·1w ago,PRIYANKA,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-pristine-sector-150-noida-1700-sq-ft-r1-spid-D79408493,N/A,page_11.html
Paras Tierea,"Sector 137, Noida",12500000,7530,"1,660 sqft",3 BHK,Ready To Move,Dealer·1w ago,S.K. Properties,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-paras-tierea-sector-137-noida-1660-sq-ft-spid-F79368359,N/A,page_12.html
Gulshan Botnia,"Sector 144, Noida",14600000,12586,"1,160 sqft",2 BHK,Ready To Move,Dealer·2w ago,The Home Solutions,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-gulshan-botnia-sector-144-noida-1160-sq-ft-spid-Z79288847,N/A,page_12.html
Jaypee Greens Kosmos,"Sector 134, Noida",18000000,8411,"2,140 sqft",4 BHK,Ready To Move,N/A,Mahipal Chaudhary,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kosmos-sector-134-noida-2140-sq-ft-spid-I79347957,N/A,page_12.html
ATS Pious Hideaways,"Sector 150, Noida",18500000,18137,"1,020 sqft",3 BHK,Under Construction,Today,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-pious-hideaways-sector-150-noida-1020-sq-ft-spid-K80890789,N/A,page_12.html
Jaypee Augusta Town Homes,"Sector 128, Noida",110000000,23404,"4,700 sqft",4 BHK,Ready To Move,Dealer·2d ago,Dream Propmart,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-jaypee-augusta-town-homes-sector-128-noida-4700-sq-ft-spid-V80774771,N/A,page_12.html
Jaypee Greens Imperial Court,"Sector 128, Noida",40000000,15094,"2,650 sqft",3 BHK,Ready To Move,Dealer·6d ago,Dream Propmart,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-imperial-court-sector-128-noida-2650-sq-ft-spid-N80738067,N/A,page_12.html
Jaypee Greens Imperial Court,"Sector 128, Noida",42500000,16037,"2,650 sqft",3 BHK,Ready To Move,Dealer·6d ago,Dream Propmart,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-imperial-court-sector-128-noida-2650-sq-ft-spid-E80735655,N/A,page_12.html
Jaypee Greens Imperial Court,"Sector 128, Noida",62500000,16891,"3,700 sqft",4 BHK,Ready To Move,Dealer·6d ago,Dream Propmart,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-imperial-court-sector-128-noida-3700-sq-ft-spid-O80727011,N/A,page_12.html
The Golden Palm,"Sector 168, Noida",32599999,13182,"2,473 sqft",4 BHK,Ready To Move,Dealer·2w ago,Acquire Estate,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-the-golden-palm-sector-168-noida-2473-sq-ft-spid-Q80479353,N/A,page_12.html
Ivy County,"Sector 75, Noida",37000000,29272,"2,124 sqft",3 BHK,Ready To Move,Dealer·2w ago,Dream Home properties,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ivy-county-sector-75-noida-2124-sq-ft-spid-P80161027,N/A,page_12.html
Supertech Cape Town,"Sector 74, Noida",8000000,8602,930 sqft,2 BHK,Ready To Move,Dealer·Today,Future Estate,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-supertech-cape-town-sector-74-noida-930-sq-ft-spid-T80290037,N/A,page_12.html
3C Lotus Boulevard Espacia,"Sector 100, Noida",31500000,14809,"2,127 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Green shelters Propmart Pvt Ltd,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-3c-lotus-boulevard-espacia-sector-100-noida-2127-sq-ft-spid-T78871693,N/A,page_12.html
3C Lotus Boulevard,"Sector 100, Noida",25000000,12425,"2,012 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Green shelters Propmart Pvt Ltd,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-3c-lotus-boulevard-sector-100-noida-2012-sq-ft-spid-G78871421,N/A,page_12.html
3C Lotus Boulevard,"Sector 100, Noida",25000000,14052,"1,779 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Green shelters Propmart Pvt Ltd,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-3c-lotus-boulevard-sector-100-noida-1779-sq-ft-spid-H78871205,N/A,page_12.html
ATS Pious Hideaways,"Sector 150, Noida",19700000,12198,"1,615 sqft",3 BHK,Ready To Move,N/A,Vats Propmart,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-pious-hideaways-sector-150-noida-1615-sq-ft-spid-Q79340633,N/A,page_12.html
3C Lotus Boulevard,"Sector 100, Noida",28500000,14165,"2,012 sqft",3 BHK,Ready To Move,Dealer·1w ago,Green shelters Propmart Pvt Ltd,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-3c-lotus-boulevard-sector-100-noida-2012-sq-ft-spid-D80599951,N/A,page_12.html
Paras Tierea,"Sector 137, Noida",12000000,7594,"1,580 sqft",3 BHK,Ready To Move,N/A,bhavya estate,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-paras-tierea-sector-137-noida-1580-sq-ft-spid-Q79386001,N/A,page_12.html
3C Lotus Boulevard Espacia,"Sector 100, Noida",36500000,14989,"2,435 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Green shelters Propmart Pvt Ltd,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-3c-lotus-boulevard-espacia-sector-100-noida-2435-sq-ft-spid-F78871861,N/A,page_12.html
3C Lotus Panache,"Sector 110, Noida",13799999,9031,"1,528 sqft",3 BHK,Ready To Move,Dealer·2d ago,Green shelters Propmart Pvt Ltd,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-3c-lotus-panache-sector-110-noida-1528-sq-ft-spid-O80790355,N/A,page_12.html
Gulshan Ikebana,"Sector 143, Noida",21000000,14046,"1,495 sqft",3 BHK,Ready To Move,Dealer·1mo ago,The Three Man Properties,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gulshan-ikebana-sector-143-noida-1495-sq-ft-spid-Y79776543,N/A,page_12.html
Jaypee Greens Kalypso Court,"Sector 128, Noida",23100000,12692,"1,820 sqft",2 BHK,Ready To Move,N/A,Mahipal Chaudhary,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kalypso-court-sector-128-noida-1820-sq-ft-spid-E78785833,N/A,page_12.html
ACE Parkway,"Sector 150, Noida",23600000,13485,"1,750 sqft",3 BHK,Ready To Move,Dealer·3w ago,Pinnacle Realty Advisors,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ace-parkway-sector-150-noida-1750-sq-ft-spid-F80370249,N/A,page_12.html
Paramount Floraville,"Sector 137, Noida",16000000,11764,"1,360 sqft",3 BHK,Ready To Move,Dealer·2w ago,The Home Solutions,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-paramount-floraville-sector-137-noida-1360-sq-ft-spid-E79305619,N/A,page_12.html
Purvanchal Royal Park,"Sector 137, Noida",21000000,12244,"1,715 sqft",3 BHK,Ready To Move,Dealer·1mo ago,The Perfect Properties,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-purvanchal-royal-park-sector-137-noida-1715-sq-ft-spid-F80105941,N/A,page_12.html
Jaypee Greens Kalypso Court,"Sector 128, Noida",57000000,15698,"3,631 sqft",4 BHK,Ready To Move,N/A,Fourways Consultant,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kalypso-court-sector-128-noida-3631-sq-ft-spid-V80182295,N/A,page_12.html
Jaypee Greens Kosmos,"Sector 134, Noida",11000000,7005,"1,356 sqft",3 BHK,Ready To Move,N/A,Umang Estates,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kosmos-sector-134-noida-1356-sq-ft-r2-spid-N75290229,N/A,page_12.html
Jaypee Klassic IB,"Sector 134, Noida",17500000,9915,"1,765 sqft",3 BHK,Ready To Move,Dealer·2d ago,www.Keytel.in,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sector-134-noida-1765-sq-ft-spid-R80842639,N/A,page_13.html
Jaypee Klassic ONGC,"Sector 134, Noida",25000000,11145,"2,243 sqft",4 BHK,Ready To Move,Dealer·4w ago,www.Keytel.in,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-sector-134-noida-2243-sq-ft-spid-B80219537,N/A,page_13.html
ATS Pious Hideaways,"Sector 150, Noida",18500000,18137,"1,020 sqft",3 BHK,Under Construction,Today,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-pious-hideaways-sector-150-noida-1020-sq-ft-spid-K80890789,N/A,page_13.html
Gulshan Ikebana,"Sector 143, Noida",20500000,13712,"1,495 sqft",3 BHK,Ready To Move,Dealer·4w ago,SANA Infra Estate,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gulshan-ikebana-sector-143-noida-1495-sq-ft-spid-J80200467,N/A,page_13.html
Godrej Woods,"Sector 43, Noida",34900000,22885,"1,525 sqft",3 BHK,Ready To Move,2d ago,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-1525-sq-ft-spid-E80445905,N/A,page_13.html
Jaypee Klassic Shaurya,"Sector 134, Noida",17400000,9858,"1,765 sqft",3 BHK,Ready To Move,Dealer·2d ago,OHMSURYA99,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-klassic-shaurya-sector-134-noida-1765-sq-ft-spid-A80842895,N/A,page_13.html
Sunworld Arista,"Sector 168, Noida",30000000,13729,"2,185 sqft",3 BHK,Ready To Move,Dealer·4w ago,Skyera Real Estates,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sunworld-arista-sector-168-noida-2185-sq-ft-spid-J80221703,N/A,page_13.html
ACE Parkway,"Sector 150, Noida",30500000,13926,"2,190 sqft",3 BHK,Ready To Move,Dealer·3w ago,Pinnacle Realty Advisors,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ace-parkway-sector-150-noida-2190-sq-ft-spid-H80370591,N/A,page_13.html
Jaypee Greens Kosmos,"Sector 134, Noida",11500000,8424,"1,365 sqft",3 BHK,Ready To Move,Dealer·3w ago,Homes Realtors,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kosmos-sector-134-noida-1365-sq-ft-spid-M80244277,N/A,page_13.html
Aditya Urban Casa,"Sector 78, Noida",22700000,10342,"2,190 sqft",4 BHK,Ready To Move,Dealer·1mo ago,PROPERTY HOUSE,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-aditya-urban-casa-sector-78-noida-2190-sq-ft-spid-A79800823,N/A,page_13.html
Jaypee Greens The Pavilion Court,"Sector 128, Noida",13000000,9615,"1,352 sqft",2 BHK,Ready To Move,3w ago,Owner,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-the-pavilion-court-sector-128-noida-1352-sq-ft-spid-A78518185,N/A,page_13.html
Paras Tiere,"Sector 137, Noida",7000000,7135,925 sqft,2 BHK,Ready To Move,N/A,clients Homes,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sector-137-noida-925-sq-ft-r8-spid-O70597580,N/A,page_13.html
Paras Tierea,"Sector 137, Noida",10000000,7905,"1,265 sqft",3 BHK,Ready To Move,Dealer·1mo ago,AMK Elite Homes,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-paras-tierea-sector-137-noida-1265-sq-ft-spid-X79971335,N/A,page_13.html
Ivy County,"Sector 75, Noida",38000000,17890,"2,124 sqft",3 BHK,Ready To Move,Dealer·Yesterday,Capital Homez,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ivy-county-sector-75-noida-2124-sq-ft-spid-Q79532195,N/A,page_13.html
ABA Cleo County,"sector 121, Noida",52600000,21486,"2,448 sqft",4 BHK,Ready To Move,Dealer·4w ago,Rana Property,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-aba-cleo-county-sector-121-noida-2448-sq-ft-spid-W80234949,N/A,page_13.html
Paras Tierea,"Sector 137, Noida",6500000,7878,825 sqft,2 BHK,Ready To Move,N/A,bhavya estate,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-paras-tierea-sector-137-noida-825-sq-ft-spid-Z79384107,N/A,page_13.html
Paramount Floraville,"Sector 137, Noida",16000000,11757,"1,360 sqft",3 BHK,Ready To Move,N/A,Vidhi Infra Developers,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-paramount-floraville-sector-137-noida-1360-sq-ft-spid-M80009989,N/A,page_13.html
Maxblis White House,"Sector 75, Noida",21200000,12045,"1,760 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Mangal Associates,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-maxblis-white-house-sector-75-noida-1760-sq-ft-spid-C78605759,N/A,page_13.html
Jaypee Greens Kosmos,"Sector 134, Noida",18000000,8450,"2,130 sqft",4 BHK,Ready To Move,N/A,Real Propmart,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kosmos-sector-134-noida-2130-sq-ft-spid-G79815791,N/A,page_13.html
Gaur 12th Avenue,Noida Extension,7800000,7393,"1,055 sqft",2 BHK,Ready To Move,N/A,BIG VISION REALTORS,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-gaur-12th-avenue-noida-extension-noida-1055-sq-ft-spid-Q79574441,N/A,page_13.html
Jaypee Greens Kalypso Court,"Sector 128, Noida",24500000,13243,"1,850 sqft",2 BHK,Ready To Move,N/A,Fourways Consultant,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kalypso-court-sector-128-noida-1850-sq-ft-spid-W80182567,N/A,page_13.html
Jaypee Greens Knights Court,"Sector 128, Noida",42500000,15740,"2,700 sqft",4 BHK,Ready To Move,N/A,Fourways Consultant,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-knights-court-sector-128-noida-2700-sq-ft-spid-S79802507,N/A,page_13.html
Paras Tierea,"Sector 137, Noida",9500000,7509,"1,265 sqft",3 BHK,Ready To Move,N/A,bhavya estate,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-paras-tierea-sector-137-noida-1265-sq-ft-spid-R79385397,N/A,page_13.html
Paras Tierea,"Sector 137, Noida",8000000,7655,"1,045 sqft",2 BHK,Ready To Move,N/A,Vidhi Infra Developers,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-paras-tierea-sector-137-noida-1045-sq-ft-spid-Q79011207,N/A,page_13.html
Jaypee Greens Kalypso Court,"Sector 128, Noida",39500000,15047,"2,625 sqft",3 BHK,Ready To Move,Dealer·1mo ago,The Prop Care,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kalypso-court-sector-128-noida-2625-sq-ft-spid-C79973363,N/A,page_13.html
Paras Tierea,"Sector 137, Noida",7500000,10416,960 sqft,2 BHK,Ready To Move,N/A,Vidhi Infra Developers,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-paras-tierea-sector-137-noida-960-sq-ft-spid-T79706821,N/A,page_13.html
AVS Orchard,"Sector 77, Noida",12800000,11130,"1,150 sqft",2 BHK,Ready To Move,Dealer·1mo ago,vr reaestate,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-avs-orchard-sector-77-noida-1150-sq-ft-spid-G79793127,N/A,page_14.html
Mahagun Mezzaria,"Sector 78, Noida",40000000,22099,"2,500 sqft",3 BHK,Ready To Move,N/A,Luxury Homes,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-mahagun-mezzaria-sector-78-noida-2500-sq-ft-spid-P80353775,N/A,page_14.html
Jaypee Greens Kosmos,"Sector 134, Noida",7470999,7947,940 sqft,2 BHK,Ready To Move,Dealer·1w ago,The Prop Care,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kosmos-sector-134-noida-940-sq-ft-spid-B80272787,N/A,page_14.html
Godrej Woods,"Block B Sector 43, Noida",18000000,17094,"1,053 sqft",2 BHK,Ready To Move,Dealer·5d ago,Adsun Estate,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-block-b-sector-43-noida-1053-sq-ft-spid-G78616217,N/A,page_14.html
Godrej Woods,"Sector 43, Noida",42000000,20114,"2,088 sqft",3 BHK,Ready To Move,Dealer·1mo ago,Adsun Estate,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-godrej-woods-sector-43-noida-2088-sq-ft-spid-Q79878869,N/A,page_14.html
3C Lotus 300,"Sector 107, Noida",61100000,15499,"3,942 sqft",3 BHK,Ready To Move,Dealer·3w ago,Yogesh Pandey,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-3c-lotus-300-sector-107-noida-3942-sq-ft-spid-K79076915,N/A,page_14.html
Amarpali Scilion City,"Sector 76, Noida",10500000,8898,"1,180 sqft",2 BHK,Ready To Move,N/A,Redhat Space And Realty Private Limited,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-amarpali-scilion-city-sector-76-noida-1180-sq-ft-spid-J80568063,N/A,page_14.html
Supertech Ecociti,"Sector 137, Noida",10100000,9334,"1,082 sqft",2 BHK,Ready To Move,Dealer·1w ago,SONI INFRAHEIGHT PVT LTD,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-supertech-ecociti-sector-137-noida-1082-sq-ft-spid-S80606077,N/A,page_14.html
ATS Pious Hideaways,"Sector 150, Noida",18500000,18137,"1,020 sqft",3 BHK,Under Construction,Today,Owner,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ats-pious-hideaways-sector-150-noida-1020-sq-ft-spid-K80890789,N/A,page_14.html
3C Lotus Panache,"Sector 110, Noida",31000000,11079,"2,798 sqft",4 BHK,Ready To Move,Dealer·2w ago,Shree G Associates,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-3c-lotus-panache-sector-110-noida-2798-sq-ft-spid-N80558999,N/A,page_14.html
Town Park White Orchid,Noida Extension,8000000,7292,"1,097 sqft",2 BHK,Ready To Move,Dealer·1mo ago,Dial Property,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-town-park-white-orchid-noida-extension-noida-1097-sq-ft-spid-V79154257,N/A,page_14.html
Jaypee Greens Kosmos,"Sector 134, Noida",10500000,7553,"1,390 sqft",3 BHK,Ready To Move,Dealer·6d ago,The Prop Care,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kosmos-sector-134-noida-1390-sq-ft-spid-V80733985,N/A,page_14.html
Jaypee Greens Kosmos,"Sector 134, Noida",13000000,9522,"1,360 sqft",3 BHK,Ready To Move,Dealer·1w ago,The Prop Care,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-jaypee-greens-kosmos-sector-134-noida-1360-sq-ft-spid-T80733753,N/A,page_14.html
Paras Tierea,"Sector 137, Noida",7900000,7383,"1,070 sqft",2 BHK,Ready To Move,Dealer·1w ago,Shree Ram Real Estate,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-paras-tierea-sector-137-noida-1070-sq-ft-spid-Y78120643,N/A,page_14.html
Galaxy North Avenue 2,Noida Extension,8000000,6808,"1,175 sqft",2 BHK,Ready To Move,Dealer·2w ago,Best Home Deals,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-galaxy-north-avenue-2-noida-extension-noida-1175-sq-ft-spid-Z80499523,N/A,page_14.html
Jaypee Klassic ONGC,"Sector 134, Noida",14500000,8895,"1,630 sqft",3 BHK,Ready To Move,Dealer·4w ago,www.Keytel.in,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sector-134-noida-1630-sq-ft-spid-P80219657,N/A,page_14.html
