Property Name,Location,Price,Price_Numeric,Area,Area_Numeric,BHK,Type,Posted By,Posted Time,Property URL,Source,Price_Per_Sqft,contacted
Suncity Avenue 102,"Sector 102, Gurgaon",7800000,7800000,605 sqft,605,2 BHK,Ready To Move,Owner,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-suncity-avenue-102-sector-102-gurgaon-606-sq-ft-spid-N78842795,99acres,12892,2
Suncity Avenue 102,"Sector 102, Gurgaon",7200000,7200000,632 sqft,632,2 BHK,Ready To Move,AARSAN REALISTIC PRIVATE LIMITED,3w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-suncity-avenue-102-sector-102-gurgaon-632-sq-ft-spid-C81889290,99acres,11392,2
Suncity Avenue 102,"Sector 102, Gurgaon",7400000,7400000,632 sqft,632,2 BHK,Ready To Move,BHOOMIKA REALTY,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-suncity-avenue-102-sector-102-gurgaon-632-sq-ft-spid-J81086151,99acres,11708,0
Suncity Avenue 102,"Sector 102, Gurgaon",7200000,7200000,632 sqft,632,2 BHK,Ready To Move,Manchanda Realtors Pvt. Ltd.,N/A,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-suncity-avenue-102-sector-102-gurgaon-632-sq-ft-spid-R81126255,99acres,11392,2
Suncity Avenue 102,"Sector 102, Gurgaon",7000000,7000000,632 sqft,632,2 BHK,Ready To Move,Propkart,N/A,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-suncity-avenue-102-sector-102-gurgaon-632-sq-ft-spid-U82367514,99acres,11075,0
Suncity Avenue 102,"Sector 102, Gurgaon",7100000,7100000,632 sqft,632,2 BHK,Ready To Move,shree associates,4d ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-suncity-avenue-102-sector-102-gurgaon-632-sq-ft-spid-J82364580,99acres,11234,0
Suncity Avenue 102,"Sector 102, Gurgaon",7200000,7200000,632 sqft,632,2 BHK,Ready To Move,R3R Buildcon,3w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-suncity-avenue-102-sector-102-gurgaon-632-sq-ft-spid-M81911566,99acres,11392,0
Suncity Avenue 102,"Sector 102, Gurgaon",7500000,7500000,632 sqft,632,2 BHK,Ready To Move,Redwood Realty,2w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-suncity-avenue-102-sector-102-gurgaon-632-sq-ft-spid-G80874399,99acres,11867,0
Suncity Avenue 102,"Sector 102, Gurgaon",7500000,7500000,632 sqft,632,2 BHK,Ready To Move,Vinod Associates,N/A,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-suncity-avenue-102-sector-102-gurgaon-632-sq-ft-spid-X82207262,99acres,11867,0
Suncity Avenue 102,"Sector 102, Gurgaon",7800000,7800000,632 sqft,632,2 BHK,Ready To Move,Anjali Homes,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-suncity-avenue-102-sector-102-gurgaon-632-sq-ft-spid-G81354091,99acres,12341,0
Suncity Avenue 102,"Sector 102, Gurgaon",7200000,7200000,632 sqft,632,2 BHK,Ready To Move,BHOOMIKA REALTY,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-suncity-avenue-102-sector-102-gurgaon-632-sq-ft-spid-X81093105,99acres,11392,4
Suncity Avenue 102,"Sector 102, Gurgaon",7000000,7000000,632 sqft,632,2 BHK,Ready To Move,Krishna Hills,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-suncity-avenue-102-sector-102-gurgaon-632-sq-ft-spid-A81333533,99acres,11075,3
Suncity Avenue 102,"Sector 102, Gurgaon",6500000,6500000,532 sqft,532,2 BHK,Ready To Move,Owner,Yesterday,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-suncity-avenue-102-sector-102-gurgaon-532-sq-ft-spid-Y82440090,99acres,12218,0
Suncity Avenue 102,"Sector 102, Gurgaon",7500000,7500000,632 sqft,632,2 BHK,Ready To Move,Owner,3w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-suncity-avenue-102-sector-102-gurgaon-632-sq-ft-r1-spid-U81807148,99acres,11867,0
Suncity Avenue 102,"Sector 102, Gurgaon",6900000,6900000,605 sqft,605,2 BHK,Ready To Move,Owner,4w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-suncity-avenue-102-sector-102-gurgaon-606-sq-ft-r1-spid-N78405481,99acres,11404,5
Suncity Avenue 102,"Sector 102, Gurgaon",7200000,7200000,632 sqft,632,2 BHK,Ready To Move,shree associates,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-suncity-avenue-102-sector-102-gurgaon-632-sq-ft-spid-W81380369,99acres,11392,2
Suncity Avenue 102,"Sector 102, Gurgaon",7000000,7000000,618 sqft,618,2 BHK,Ready To Move,RV Property,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-suncity-avenue-102-sector-102-gurgaon-618-sq-ft-spid-R81358659,99acres,11326,0
Suncity Avenue 102,"Sector 102, Gurgaon",7500000,7500000,605 sqft,605,2 BHK,Ready To Move,Owner,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-suncity-avenue-102-sector-102-gurgaon-606-sq-ft-r1-spid-H77811875,99acres,12396,0
Suncity Avenue 102,"Sector 102, Gurgaon",8500000,8500000,"4,662 sqft",4662,2 BHK,Ready To Move,Owner,3mo ago,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-suncity-avenue-102-sector-102-gurgaon-4662-sq-ft-spid-K80401689,99acres,1823,2
Suncity Avenue 102,"Sector 102, Gurgaon",7300000,7300000,632 sqft,632,2 BHK,Ready To Move,Owner,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-suncity-avenue-102-sector-102-gurgaon-632-sq-ft-spid-D81130787,99acres,11550,0
Suncity Avenue 102,"Sector 102, Gurgaon",7100000,7100000,605 sqft,605,2 BHK,Ready To Move,Owner,2mo ago,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-suncity-avenue-102-sector-102-gurgaon-606-sq-ft-spid-X80744945,99acres,11735,0
Suncity Avenue 102,"Sector 102, Gurgaon",7200000,7200000,632 sqft,632,2 BHK,Ready To Move,Owner,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-suncity-avenue-102-sector-102-gurgaon-632-sq-ft-spid-Q81086183,99acres,11392,2
Suncity Avenue 102,"Sector 102, Gurgaon",7200000,7200000,605 sqft,605,2 BHK,Ready To Move,Owner,3mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-suncity-avenue-102-sector-102-gurgaon-606-sq-ft-spid-J80380099,99acres,11900,0
Suncity Avenue 102,"Sector 102, Gurgaon",7700000,7700000,605 sqft,605,2 BHK,Ready To Move,Owner,2mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-suncity-avenue-102-sector-102-gurgaon-606-sq-ft-spid-T80431703,99acres,12727,0
Suncity Avenue 102,"Sector 102, Gurgaon",8500000,8500000,632 sqft,632,2 BHK,Ready To Move,Owner,2mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-suncity-avenue-102-sector-102-gurgaon-632-sq-ft-spid-Q80828537,99acres,13449,0
Signature Global the Millennia,"Sector 37D, Gurgaon",6200000,6200000,585 sqft,585,2 BHK,Ready To Move,manikaran realtors,Yesterday,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-586-sq-ft-spid-L82250224,99acres,10598,2
Signature Global the Millennia,"Sector 37D, Gurgaon",7000000,7000000,596 sqft,596,2 BHK,Ready To Move,Infinity Realty,1w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-596-sq-ft-spid-X82045334,99acres,11744,9
Signature Global the Millennia,"Sector 37D, Gurgaon",7000000,7000000,520 sqft,520,2 BHK,Ready To Move,Infinity Realty,1w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-520-sq-ft-spid-H82243554,99acres,13461,0
Signature Global the Millennia,"Sector 37D, Gurgaon",7200000,7200000,596 sqft,596,2 BHK,Ready To Move,Owner,1w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-596-sq-ft-spid-M82264084,99acres,12080,6
Signature Global the Millennia,"Sector 37D, Gurgaon",6800000,6800000,596 sqft,596,2 BHK,Ready To Move,Srishti Realty,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-596-sq-ft-spid-P81741220,99acres,11409,3
Signature Global the Millennia,"Sector 37D, Gurgaon",7200000,7200000,596 sqft,596,2 BHK,Ready To Move,Parth Realty,3w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-596-sq-ft-spid-B81858074,99acres,12080,0
Signature Global the Millennia,"Sector 37D, Gurgaon",6700000,6700000,585 sqft,585,2 BHK,Ready To Move,Shiv Properties,1w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-586-sq-ft-spid-H82277648,99acres,11452,0
Signature Global the Millennia,"Sector 37D, Gurgaon",6500000,6500000,585 sqft,585,2 BHK,Ready To Move,Shiv Properties,1w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-586-sq-ft-spid-S82277596,99acres,11111,3
AWHO Shanti Vihar,"Sector 95, Gurgaon",20000000,20000000,"1,315 sqft",1315,4 BHK,Ready To Move,Owner,Today,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-awho-shanti-vihar-sector-95-gurgaon-1315-sq-ft-spid-J82449090,99acres,15209,0
Signature Global the Millennia,"Sector 37D, Gurgaon",6400000,6400000,644 sqft,644,2 BHK,Ready To Move,SHRI RAM PROPERTIES,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-645-sq-ft-spid-C81612687,99acres,9937,6
Signature Global the Millennia,"Sector 37D, Gurgaon",7500000,7500000,645 sqft,645,2 BHK,Ready To Move,Magic Homes,N/A,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-645-sq-ft-spid-R82264688,99acres,11627,2
Signature Global the Millennia,"Sector 37D, Gurgaon",6700000,6700000,680 sqft,680,2 BHK,Ready To Move,Parth Realty,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-680-sq-ft-spid-O81339135,99acres,9852,2
Signature Global the Millennia,"Sector 37D, Gurgaon",6400000,6400000,644 sqft,644,2 BHK,Ready To Move,Golden Key Real state,2w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-645-sq-ft-spid-N81980560,99acres,9937,2
Signature Global the Millennia,"Sector 37D, Gurgaon",6800000,6800000,680 sqft,680,2 BHK,Ready To Move,Parth Realty,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-680-sq-ft-spid-B81334771,99acres,10000,2
Signature Global the Millennia,"Sector 37D, Gurgaon",6350000,6350000,589 sqft,589,2 BHK,Ready To Move,Sai Associates,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-589-sq-ft-spid-Z81584327,99acres,10780,2
Signature Global the Millennia,"Sector 37D, Gurgaon",6600000,6600000,596 sqft,596,2 BHK,Ready To Move,Sai Associates,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-596-sq-ft-spid-I81576745,99acres,11073,0
Signature Global the Millennia,"Sector 37D, Gurgaon",8500000,8500000,675 sqft,675,2 BHK,Ready To Move,Owner,2d ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-676-sq-ft-spid-T82407172,99acres,12592,0
Signature Global the Millennia,"Sector 37D, Gurgaon",6800000,6800000,596 sqft,596,2 BHK,Ready To Move,Seamless Deals,1w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-596-sq-ft-spid-P82195340,99acres,11409,2
Signature Global the Millennia,"Sector 37D, Gurgaon",7000000,7000000,852 sqft,852,2 BHK,Ready To Move,Infinity Realty,3w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-852-sq-ft-spid-U81948798,99acres,8215,5
Signature Global the Millennia,"Sector 37D, Gurgaon",7500000,7500000,"1,000 sqft",1000,2 BHK,Ready To Move,Owner,3w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-1000-sq-ft-spid-F81882930,99acres,7500,2
Signature Global the Millennia,"Sector 37D, Gurgaon",6600000,6600000,585 sqft,585,2 BHK,Ready To Move,Shiv Properties,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-586-sq-ft-spid-A81680114,99acres,11282,2
Signature Global the Millennia,"Sector 37D, Gurgaon",6500000,6500000,644 sqft,644,2 BHK,Ready To Move,SHRI RAM PROPERTIES,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-645-sq-ft-spid-L81614231,99acres,10093,2
Signature Global the Millennia,"Sector 37D, Gurgaon",6600000,6600000,644 sqft,644,2 BHK,Ready To Move,SHRI RAM PROPERTIES,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-645-sq-ft-spid-G81613191,99acres,10248,3
Signature Global the Millennia,"Sector 37D, Gurgaon",7200000,7200000,700 sqft,700,2 BHK,Ready To Move,Owner,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-700-sq-ft-spid-G81647309,99acres,10285,0
Signature Global the Millennia,"Sector 37D, Gurgaon",6600000,6600000,585 sqft,585,2 BHK,Ready To Move,Hanaya Homes,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-586-sq-ft-spid-X81605335,99acres,11282,0
Signature Global the Millennia,"Sector 37D, Gurgaon",7000000,7000000,585 sqft,585,2 BHK,Ready To Move,Hanaya Homes,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-586-sq-ft-spid-G81602795,99acres,11965,2
Signature Global the Millennia,"Sector 37D, Gurgaon",7500000,7500000,596 sqft,596,2 BHK,Ready To Move,Owner,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-596-sq-ft-r1-spid-J77844205,99acres,12583,2
Signature Global the Millennia,"Sector 37D, Gurgaon",6300000,6300000,519 sqft,519,2 BHK,Ready To Move,Owner,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-519-sq-ft-spid-U81268393,99acres,12138,5
Signature Global the Millennia,"Sector 37D, Gurgaon",7000000,7000000,687 sqft,687,2 BHK,Ready To Move,Owner,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-687-sq-ft-spid-X79107141,99acres,10189,2
Signature Global the Millennia,"Sector 37D, Gurgaon",7200000,7200000,519 sqft,519,2 BHK,Ready To Move,Owner,2mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-519-sq-ft-spid-R80827187,99acres,13872,0
Signature Global the Millennia,"Sector 37D, Gurgaon",7200000,7200000,519 sqft,519,2 BHK,Ready To Move,Owner,2mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-519-sq-ft-spid-R80824705,99acres,13872,0
BPTP Spacio,"Sector 37D, Gurgaon",16900000,16900000,"1,303 sqft",1303,3 BHK,Ready To Move,Owner,Yesterday,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bptp-spacio-sector-37d-gurgaon-1303-sq-ft-spid-J82281936,99acres,12970,3
BPTP Spacio,"Sector 37D, Gurgaon",10900000,10900000,"1,079 sqft",1079,2 BHK,Ready To Move,Owner,3mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-bptp-spacio-sector-37d-gurgaon-1079-sq-ft-spid-S77741969,99acres,10101,2
BPTP Spacio,"Sector 37D, Gurgaon",11800000,11800000,"1,079 sqft",1079,2 BHK,Ready To Move,Owner,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-bptp-spacio-sector-37d-gurgaon-1079-sq-ft-spid-V81113737,99acres,10936,2
Signature Global The Millennia 3,"Sector 37D, Gurgaon",7000000,7000000,598 sqft,598,2 BHK,Under Construction,Owner,3mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-3-sector-37d-gurgaon-598-sq-ft-spid-Q80164837,99acres,11705,4
BPTP Spacio,"Sector 37D, Gurgaon",20000000,20000000,"1,800 sqft",1800,3 BHK,Ready To Move,Owner,1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bptp-spacio-sector-37d-gurgaon-1800-sq-ft-spid-C81474611,99acres,11111,2
BPTP Spacio,"Sector 37D, Gurgaon",19000000,19000000,"1,865 sqft",1865,3 BHK,Ready To Move,Owner,2mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-bptp-spacio-sector-37d-gurgaon-1865-sq-ft-spid-F80479281,99acres,10187,0
Ramprastha The Atrium,"Sector 37D, Gurgaon",12500000,12500000,"1,285 sqft",1285,3 BHK,Ready To Move,Owner,Yesterday,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ramprastha-the-atrium-sector-37d-gurgaon-1285-sq-ft-spid-E82442856,99acres,9727,2
BPTP Spacio,"Sector 37D, Gurgaon",12300000,12300000,"1,079 sqft",1079,2 BHK,Ready To Move,Owner,1w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-bptp-spacio-sector-37d-gurgaon-1079-sq-ft-r13-spid-M13858053,99acres,11399,2
Signature Global The Millennia 3,"Sector 37D, Gurgaon",7500000,7500000,589 sqft,589,2 BHK,Ready To Move,Owner,3w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-3-sector-37d-gurgaon-589-sq-ft-spid-A81920994,99acres,12733,0
Signature Global The Millennia 3,"Sector 37D, Gurgaon",7000000,7000000,589 sqft,589,2 BHK,Under Construction,Owner,2mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-3-sector-37d-gurgaon-589-sq-ft-spid-U80478459,99acres,11884,2
Signature Global The Millennia 3,"Sector 37D, Gurgaon",9500000,9500000,748 sqft,748,3 BHK,Ready To Move,Owner,3w ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-3-sector-37d-gurgaon-748-sq-ft-spid-A81955348,99acres,12700,0
Ramprastha The Atrium,"Sector 37D, Gurgaon",11000000,11000000,"1,185 sqft",1185,3 BHK,Ready To Move,Owner,3d ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ramprastha-the-atrium-sector-37d-gurgaon-1185-sq-ft-spid-U82385142,99acres,9282,2
Signature Global The Millennia 3,"Sector 37D, Gurgaon",7000000,7000000,598 sqft,598,2 BHK,Under Construction,Owner,3w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-3-sector-37d-gurgaon-598-sq-ft-spid-E81856196,99acres,11705,0
Imperia Aashiyara,"Sector 37C, Gurgaon",6190000,6190000,745 sqft,745,3 BHK,Under Construction,Owner,4mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-imperia-aashiyara-sector-37c-gurgaon-745-sq-ft-spid-U79702567,99acres,8308,5
Imperia Aashiyara,"Sector 37C, Gurgaon",5999000,5999000,745 sqft,745,3 BHK,Ready To Move,Owner,2mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-imperia-aashiyara-sector-37c-gurgaon-745-sq-ft-spid-F80424633,99acres,8052,0
Apex Our Homes,"Sector 37C, Gurgaon",6500000,6500000,810 sqft,810,2 BHK,Ready To Move,Owner,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-apex-our-homes-sector-37c-gurgaon-810-sq-ft-r2-spid-H72043024,99acres,8024,3
Apex Our Homes,"Sector 37C, Gurgaon",5500000,5500000,800 sqft,800,2 BHK,Ready To Move,Owner,6d ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-apex-our-homes-sector-37c-gurgaon-800-sq-ft-r1-spid-I74990005,99acres,6875,2
Imperia Aashiyara,"Sector 37C, Gurgaon",6000000,6000000,548 sqft,548,2 BHK,Under Construction,Owner,4d ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-imperia-aashiyara-sector-37c-gurgaon-549-sq-ft-r1-spid-L79065789,99acres,10948,0
Imperia Aashiyara,"Sector 37C, Gurgaon",6190000,6190000,645 sqft,645,3 BHK,Under Construction,Owner,1mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-imperia-aashiyara-sector-37c-gurgaon-645-sq-ft-spid-B76954747,99acres,9596,5
Imperia Aashiyara,"Sector 37C, Gurgaon",6000000,6000000,648 sqft,648,3 BHK,Under Construction,Owner,2mo ago,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-imperia-aashiyara-sector-37c-gurgaon-648-sq-ft-spid-B80767699,99acres,9259,3
Apex Our Homes,"Sector 37C, Gurgaon",6100000,6100000,810 sqft,810,2 BHK,Ready To Move,Owner,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-apex-our-homes-sector-37c-gurgaon-810-sq-ft-spid-L81242365,99acres,7530,2
Apex Our Homes,"Sector 37C, Gurgaon",5995000,5995000,516 sqft,516,2 BHK,Ready To Move,Owner,3mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-apex-our-homes-sector-37c-gurgaon-516-sq-ft-spid-B78115547,99acres,11618,0
Apex Our Homes,"Sector 37C, Gurgaon",5800000,5800000,925 sqft,925,2 BHK,Ready To Move,Owner,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-apex-our-homes-sector-37c-gurgaon-925-sq-ft-r1-spid-V77886405,99acres,6270,2
Imperia Aashiyara,"Sector 37C, Gurgaon",5900000,5900000,545 sqft,545,2 BHK,Under Construction,Owner,2mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-imperia-aashiyara-sector-37c-gurgaon-545-sq-ft-spid-I80846755,99acres,10825,0
Imperia Aashiyara,"Sector 37C, Gurgaon",6040000,6040000,548 sqft,548,2 BHK,Under Construction,Owner,2mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-imperia-aashiyara-sector-37c-gurgaon-549-sq-ft-spid-S80599119,99acres,11021,0
Signature Global the Millennia,"Sector 37D, Gurgaon",5000000,5000000,552 sqft,552,2 BHK,Under Construction,Rainbow Realty,N/A,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-552-sq-ft-r20-spid-G46624643,99acres,9057,0
Signature Global the Millennia,"Sector 37D, Gurgaon",7000000,7000000,800 sqft,800,2 BHK,Ready To Move,B'S Property,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-800-sq-ft-spid-S81444655,99acres,8750,0
Signature Global the Millennia,"Sector 37D, Gurgaon",6200000,6200000,597 sqft,597,2 BHK,Ready To Move,Oxford Realtors,1mo ago,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-597-sq-ft-spid-R81371419,99acres,10385,4
Signature Global the Millennia,"Sector 37D, Gurgaon",6300000,6300000,650 sqft,650,2 BHK,Ready To Move,Parth Realty,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-650-sq-ft-spid-M81338529,99acres,9692,2
Signature Global the Millennia,"Sector 37D, Gurgaon",6600000,6600000,596 sqft,596,2 BHK,Ready To Move,Sagar Realtors,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-596-sq-ft-spid-B81364587,99acres,11073,6
Signature Global the Millennia,"Sector 37D, Gurgaon",6300000,6300000,519 sqft,519,2 BHK,Ready To Move,Daksh Properties,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-519-sq-ft-spid-B81331895,99acres,12138,3
Signature Global the Millennia,"Sector 37D, Gurgaon",6900000,6900000,745 sqft,745,2 BHK,Ready To Move,Seamless Deals,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-745-sq-ft-spid-A81328661,99acres,9261,2
Signature Global the Millennia,"Sector 37D, Gurgaon",6700000,6700000,585 sqft,585,2 BHK,Ready To Move,Parth Realty,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-586-sq-ft-spid-B81304595,99acres,11452,0
Signature Global the Millennia,"Sector 37D, Gurgaon",2000000,2000000,585 sqft,585,2 BHK,Under Construction,Rainbow Realty,N/A,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-586-sq-ft-r22-spid-J45585251,99acres,3418,4
Signature Global the Millennia,"Sector 37D, Gurgaon",2250000,2250000,585 sqft,585,2 BHK,Under Construction,Rainbow Realty,N/A,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-586-sq-ft-r21-spid-E45900421,99acres,3846,2
Signature Global the Millennia,"Sector 37D, Gurgaon",5600000,5600000,644 sqft,644,2 BHK,Ready To Move,Landkraft Infratech,1mo ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-645-sq-ft-spid-A81162349,99acres,8695,3
Signature Global the Millennia,"Sector 37D, Gurgaon",6500000,6500000,800 sqft,800,2 BHK,Ready To Move,B'S Property,2w ago,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-signature-global-the-millennia-sector-37d-gurgaon-800-sq-ft-spid-E80718577,99acres,8125,4
