Property Name,Location,Price,Price_Numeric,Area,Area_Numeric,BHK,Type,Posted By,Posted Time,Property URL,Source,Price_Per_Sqft
Godrej Zenith,Manesar,14500000.0,14500000.0,1355 sq.ft,1355.0,3,Ready to move,Vikash Kushwaha,1d ago,https://housing.com/in/buy/resale/page/17166991-3-bhk-apartment-in-imt-manesar-for-rs-14500000,Housing.com,10701
Shapoorji Pallonji JoyVille,Manesar,20000000.0,20000000.0,1355 sq.ft,1355.0,3,Ready to move,Vikash Kushwaha,1d ago,https://housing.com/in/buy/resale/page/17183881-3-bhk-apartment-in-imt-manesar-for-rs-20000000,Housing.com,14760
Hero Homes Gurgaon,Palam Vihar,12000000.0,12000000.0,900 sq.ft,900.0,3,Ready to move,Vikash Kushwaha,1d ago,https://housing.com/in/buy/resale/page/17167009-3-bhk-apartment-in-palam-vihar-for-rs-12000000,Housing.com,13333
Viridian The Longevity Project At Plaza 106,Sector 84,5800000.0,5800000.0,3055 sq.ft,3055.0,2,Ready to move,Mandeep Arora,1d ago,https://housing.com/in/buy/resale/page/17201435-2-bhk-apartment-in-sector-84-for-rs-5800000,Housing.com,1898
Shapoorji Pallonji JoyVille,Sector 47,14500000.0,14500000.0,1505 sq.ft,1505.0,2,Ready to move,BL Prajapati,1d ago,https://housing.com/in/buy/resale/page/16664808-2-bhk-apartment-in-sector-47-for-rs-14500000,Housing.com,9634
Signature Global Park 4 And 5,Sector 92,11000000.0,11000000.0,1800 sq.ft,1800.0,2,Ready to move,Malik Associates,1d ago,https://housing.com/in/buy/resale/page/17202258-2-bhk-apartment-in-sector-92-for-rs-11000000,Housing.com,6111
Imperia Esfera,Sector 83,17500000.0,17500000.0,"1st Aug, 2026",1.0,3,Ready to move,Sanjeet Singh,1d ago,https://housing.com/in/buy/resale/page/17130291-3-bhk-apartment-in-sector-83-for-rs-17500000,Housing.com,17500000
GLS Avenue 51,Sector 81,38000000.0,38000000.0,1493 sq.ft,1493.0,3,Ready to move,Housing Partner,1d ago,https://housing.com/in/buy/resale/page/17202793-3-bhk-apartment-in-sector-81-for-rs-38000000,Housing.com,25452
BPTP Spacio,"Sector 33, Sohna",27000000.0,27000000.0,1493 sq.ft,1493.0,3,Ready to move,Earthbase Realtors,1d ago,"https://housing.com/in/buy/resale/page/17204650-3-bhk-apartment-in-sector-33,-sohna-for-rs-27000000",Housing.com,18084
Emaar The Enclave,"Sector 2, sohna",18000000.0,18000000.0,603 sq.ft,603.0,3,Ready to move,Royal Property,1d ago,"https://housing.com/in/buy/resale/page/17206675-3-bhk-apartment-in-sector-2,-sohna-for-rs-18000000",Housing.com,29850
Unitech Uniworld Gardens 2,Sector 90,27000000.0,27000000.0,2469 sq.ft,2469.0,4,Ready to move,SKYLINE PROPERTIES,1d ago,https://housing.com/in/buy/resale/page/17106275-4-bhk-apartment-in-sector-90-for-rs-28500000,Housing.com,10935
Unitech Uniworld Gardens 2,"Sector 2, sohna",14500000.0,14500000.0,"1st May, 2028",1.0,3,Ready to move,Royal Property,1d ago,"https://housing.com/in/buy/resale/page/17206595-3-bhk-apartment-in-sector-2,-sohna-for-rs-14500000",Housing.com,14500000
Mapsko Casa Bella,"Sector 2, sohna",19000000.0,19000000.0,997 sq.ft,997.0,4,Ready to move,Royal Property,1d ago,"https://housing.com/in/buy/resale/page/17206572-4-bhk-apartment-in-sector-2,-sohna-for-rs-19000000",Housing.com,19057
Raheja Navodaya,"Sector 2, sohna",13500000.0,13500000.0,1078 sq.ft,1078.0,5,Ready to move,Royal Property,1d ago,"https://housing.com/in/buy/resale/page/17206545-2.5-bhk-apartment-in-sector-2,-sohna-for-rs-13500000",Housing.com,12523
DLF The Ultima,Sector 102,17500000.0,17500000.0,1177 sq.ft,1177.0,2,Ready to move,PROPSELL,1d ago,https://housing.com/in/buy/resale/page/17199970-2-bhk-apartment-in-sector-102-for-rs-17500000,Housing.com,14868
M3M Soulitude,"Sector 2, sohna",18500000.0,18500000.0,1740 sq.ft,1740.0,3,Ready to move,Royal Property,1d ago,"https://housing.com/in/buy/resale/page/17206409-3-bhk-apartment-in-sector-2,-sohna-for-rs-18500000",Housing.com,10632
Signature Global Proxima,Sector 89A,22600000.0,22600000.0,2500 sq.ft,2500.0,3,Ready to move,Masters Realty,1d ago,https://housing.com/in/buy/resale/page/17189326-3-bhk-apartment-in-sector-89a-for-rs-22608500,Housing.com,9040
Pivotal Paradise,Sector 55,27500000.0,27500000.0,615 sq.ft,615.0,4,Ready to move,Vijender Singh,1d ago,https://housing.com/in/buy/resale/page/17204462-4-bhk-apartment-in-sector-55-for-rs-27500000,Housing.com,44715
Signature Global Andour Heights,Sector 106,43000000.0,43000000.0,2343 sq.ft,2343.0,4,Ready to move,Redwood Realty,1d ago,https://housing.com/in/buy/resale/page/17099815-4-bhk-apartment-in-sector-106-for-rs-43000000,Housing.com,18352
Signature Global Synera,Sector 83,20000000.0,20000000.0,1750 sq.ft,1750.0,3,Ready to move,Gupta Promoters,1d ago,https://housing.com/in/buy/resale/page/17204084-3-bhk-apartment-in-sector-83-for-rs-20000000,Housing.com,11428
DLF New Town Heights 3,Sector 106,29000000.0,29000000.0,1351 sq.ft,1351.0,3,Ready to move,Redwood Realty,1d ago,https://housing.com/in/buy/resale/page/15510869-3-bhk-apartment-in-sector-106-for-rs-29000000,Housing.com,21465
Eldeco Accolade,Sector 86,6500000.0,6500000.0,1505 sq.ft,1505.0,2,Ready to move,Samriddhi Properties,1d ago,https://housing.com/in/buy/resale/page/17203784-2-bhk-apartment-in-sector-86-for-rs-6500000,Housing.com,4318
GLS Avenue 51,Sector 71,8200000.0,8200000.0,1800 sq.ft,1800.0,2,Ready to move,India Investments,1d ago,https://housing.com/in/buy/resale/page/8552146-2-bhk-apartment-in-sector-71-for-rs-8200000-v2,Housing.com,4555
Godrej Meridien,Sector 48,8000000.0,8000000.0,"1st Aug, 2026",1.0,3,Ready to move,India Investments,1d ago,https://housing.com/in/buy/resale/page/8552058-3-bhk-apartment-in-sector-48-for-rs-8000000-2,Housing.com,8000000
Godrej Meridien,Sector 37D,24000000.0,24000000.0,1493 sq.ft,1493.0,4,Ready to move,Redwood Realty,1d ago,https://housing.com/in/buy/resale/page/16841677-4-bhk-apartment-in-sector-37d-for-rs-24000000,Housing.com,16075
Vatika Gurgaon 21,Sector 89,13500000.0,13500000.0,1493 sq.ft,1493.0,5,Ready to move,Ultimate Homes,1d ago,https://housing.com/in/buy/resale/page/17204147-2.5-bhk-apartment-in-sector-89-for-rs-13500000,Housing.com,9042
Godrej Meridien,Sector 108,22500000.0,22500000.0,603 sq.ft,603.0,5,Ready to move,Housing Partner,1d ago,https://housing.com/in/buy/resale/page/17205646-3.5-bhk-apartment-in-sector-108-for-rs-22500000,Housing.com,37313
The Antriksh Heights,Sector 83,19000000.0,19000000.0,2040 sq.ft,2040.0,3,Ready to move,Parveen Yadav,1d ago,https://housing.com/in/buy/resale/page/17203235-3-bhk-apartment-in-sector-83-for-rs-19000000,Housing.com,9313
Spaze Privy,Sector 107,13000000.0,13000000.0,1250 sq.ft,1250.0,2,Ready to move,Vivek Sud,1d ago,https://housing.com/in/buy/resale/page/16546716-2-bhk-apartment-in-sector-107-for-rs-13000000,Housing.com,10400
Signature Global Daxin Vistas,Sector 111,22000000.0,22000000.0,1556 sq.ft,1556.0,3,Ready to move,Ajay Janghu,1d ago,https://housing.com/in/buy/resale/page/17203198-3-bhk-apartment-in-sector-111-for-rs-22000000,Housing.com,14138
Signature Global Daxin Vistas,Sector 107,14800000.0,14800000.0,"26th Dec, 2026",26.0,5,Ready to move,Vivek Sud,1d ago,https://housing.com/in/buy/resale/page/16547193-2.5-bhk-apartment-in-sector-107-for-rs-14800000,Housing.com,569230
SS Camasa,Sector 56,19000000.0,19000000.0,1440 sq.ft,1440.0,3,Ready to move,Vijender Singh,1d ago,https://housing.com/in/buy/resale/page/17045922-3-bhk-apartment-in-sector-56-for-rs-19000000,Housing.com,13194
SS Cendana Residence,Sector 67,37000000.0,37000000.0,1200 sq.ft,1200.0,5,Ready to move,SR Reality,1d ago,https://housing.com/in/buy/resale/page/16179952-4.5-bhk-apartment-in-sector-67-for-rs-37000000,Housing.com,30833
Vatika Gurgaon 21,Kadarpur,45000000.0,45000000.0,680 sq.ft,680.0,4,Ready to move,Ultimate Homes,1d ago,https://housing.com/in/buy/resale/page/17204564-4-bhk-apartment-in-kadarpur-for-rs-45000000,Housing.com,66176
Tashee Capital Gateway,Kadarpur,36000000.0,36000000.0,1705 sq.ft,1705.0,3,Ready to move,Ultimate Homes,1d ago,https://housing.com/in/buy/resale/page/17204332-3-bhk-apartment-in-kadarpur-for-rs-36000000,Housing.com,21114
Emaar Palm Drive,Sector 93,20500000.0,20500000.0,1942 sq.ft,1942.0,3,Ready to move,Ultimate Homes,1d ago,https://housing.com/in/buy/resale/page/16767793-3-bhk-apartment-in-sector-93-for-rs-20500000,Housing.com,10556
Tulip Yellow,Sector 92,8700000.0,8700000.0,2635 sq.ft,2635.0,2,Ready to move,Madhu Yadav,1d ago,https://housing.com/in/buy/resale/page/16708695-2-bhk-apartment-in-sector-92-for-rs-8700000,Housing.com,3301
SS The Coralwood,Sector 99,16100000.000000002,16100000.000000002,581 sq.ft,581.0,2,Ready to move,Asset Multiplier,1d ago,https://housing.com/in/buy/resale/page/16215316-2-bhk-apartment-in-sector-99-for-rs-16060000,Housing.com,27710
SS The Coralwood,Sector 99,28100000.0,28100000.0,2250 sq.ft,2250.0,3,Ready to move,Asset Multiplier,1d ago,https://housing.com/in/buy/resale/page/16215384-3-bhk-apartment-in-sector-99-for-rs-28050000,Housing.com,12488
GLS Arawali Homes,Sector 95,11500000.0,11500000.0,720 sq.ft,720.0,3,Ready to move,Madhu Yadav,1d ago,https://housing.com/in/buy/resale/page/16708729-3-bhk-apartment-in-sector-95-for-rs-11500000,Housing.com,15972
Lotus Elise,Sector 90,7000000.0,7000000.0,1855 sq.ft,1855.0,2,Ready to move,Kamal,1d ago,https://housing.com/in/buy/resale/page/17203812-2-bhk-apartment-in-sector-90-for-rs-7000000,Housing.com,3773
Lotus Elise,Sector 70A,1700000.0,1700000.0,678 sq.ft,678.0,1,Ready to move,Asset Multiplier,1d ago,https://housing.com/in/buy/resale/page/17202020-1-rk-apartment-in-sector-70a-for-rs-1700000,Housing.com,2507
Lotus Elise,Sector 93,7000000.0,7000000.0,691 sq.ft,691.0,2,Ready to move,Samriddhi Properties,1d ago,https://housing.com/in/buy/resale/page/17204013-2-bhk-apartment-in-sector-93-for-rs-7000000,Housing.com,10130
AIPL The Peaceful Homes,Sector 109,24800000.0,24800000.0,1366 sq.ft,1366.0,3,Ready to move,Goyal Associates,1d ago,https://housing.com/in/buy/resale/page/16361278-3-bhk-apartment-in-sector-109-for-rs-24800000,Housing.com,18155
MRG The Balcony,Sector 65,26500000.0,26500000.0,801 sq.ft,801.0,3,Ready to move,Divyanshi Realty,1d ago,https://housing.com/in/buy/resale/page/12676173-3-bhk-apartment-in-sector-65-for-rs-26500000-v2,Housing.com,33083
Raheja Vedaanta,Sector 66,43500000.0,43500000.0,1085 sq.ft,1085.0,3,Ready to move,Divyanshi Realty,1d ago,https://housing.com/in/buy/resale/page/11760275-3-bhk-apartment-in-sector-66-for-rs-43500000-v2,Housing.com,40092
ATS Kocoon,Sector 69,24500000.0,24500000.0,1320 sq.ft,1320.0,3,Ready to move,Shri Deva Property,1d ago,https://housing.com/in/buy/resale/page/17204089-3-bhk-apartment-in-sector-69-for-rs-24500000,Housing.com,18560
Emaar Emerald Hill,Sector 62,36500000.0,36500000.0,1755 sq.ft,1755.0,3,Ready to move,Divyanshi Realty,1d ago,https://housing.com/in/buy/resale/page/16654770-3-bhk-apartment-in-sector-62-for-rs-36500000,Housing.com,20797
Emaar Palm Drive,Sector 65,30000000.0,30000000.0,2469 sq.ft,2469.0,5,Ready to move,G SIXTY FIVE REALTORS,1d ago,https://housing.com/in/buy/resale/page/17203513-3.5-bhk-apartment-in-sector-65-for-rs-30000000,Housing.com,12150
Emaar Palm Drive,Sector 84,18500000.0,18500000.0,"1st Jun, 2028",1.0,3,Ready to move,Parveen Yadav,1d ago,https://housing.com/in/buy/resale/page/17163488-3-bhk-apartment-in-sector-84-for-rs-18500000,Housing.com,18500000
Vatika Emilia Floors,Sector 83,15700000.0,15700000.0,2578 sq.ft,2578.0,3,Ready to move,Sarvesh Sharma,1d ago,https://housing.com/in/buy/resale/page/16814519-3-bhk-apartment-in-sector-83-for-rs-15700000,Housing.com,6089
Viridian The Longevity Project At Plaza 106,Sector 67,18000000.0,18000000.0,"1st Oct, 2025",1.0,2,Ready to move,PARDEEP ADHANA,1d ago,https://housing.com/in/buy/resale/page/16874176-2-bhk-apartment-in-sector-67-for-rs-18000000,Housing.com,18000000
ATS Kocoon,Sector 83,21500000.0,21500000.0,2361 sq.ft,2361.0,3,Ready to move,Parveen Yadav,1d ago,https://housing.com/in/buy/resale/page/17203350-3-bhk-apartment-in-sector-83-for-rs-21500000,Housing.com,9106
Shapoorji Pallonji JoyVille,Sector 92,6200000.0,6200000.0,1685 sq.ft,1685.0,3,Ready to move,R3R Property,1d ago,https://housing.com/in/buy/resale/page/15803132-3-bhk-apartment-in-sector-92-for-rs-6200000,Housing.com,3679
Ireo The Corridors,Sector 83,17000000.0,17000000.0,2150 sq.ft,2150.0,3,Ready to move,Sarvesh Sharma,1d ago,https://housing.com/in/buy/resale/page/16936080-3-bhk-apartment-in-sector-83-for-rs-17000000,Housing.com,7906
GLS Avenue 51,Sector 89,16500000.0,16500000.0,574 sq.ft,574.0,5,Ready to move,Parveen Yadav,1d ago,https://housing.com/in/buy/resale/page/17203816-3.5-bhk-apartment-in-sector-89-for-rs-16500000,Housing.com,28745
Vatika Lifestyle Homes,Sector 89,12500000.0,12500000.0,1845 sq.ft,1845.0,5,Ready to move,SANSIDDHI HOMES REALTY,1d ago,https://housing.com/in/buy/resale/page/17202465-2.5-bhk-apartment-in-sector-89-for-rs-12450000,Housing.com,6775
M3M Soulitude,Sector 37D,7400000.0,7400000.0,2050 sq.ft,2050.0,5,Ready to move,SS Realtors,1d ago,https://housing.com/in/buy/resale/page/17133675-2.5-bhk-apartment-in-sector-37c-for-rs-7399999,Housing.com,3609
Smart World Gems,Sector 49,8500000.0,8500000.0,3000 sq.ft,3000.0,1,Ready to move,Yash,1d ago,https://housing.com/in/buy/resale/page/13132119-1-rk-apartment-in-sector-49-for-rs-8500000,Housing.com,2833
Signature Global The Millennia,Sector 65,38500000.0,38500000.0,2600 sq.ft,2600.0,3,Ready to move,G SIXTY FIVE REALTORS,1d ago,https://housing.com/in/buy/resale/page/17203342-3-bhk-apartment-in-sector-65-for-rs-38500000,Housing.com,14807
Satya Element One,Sector 93,17000000.0,17000000.0,1636 sq.ft,1636.0,3,Ready to move,Arihant Realty Group,1d ago,https://housing.com/in/buy/resale/page/17202587-3-bhk-apartment-in-sector-93-for-rs-17000000,Housing.com,10391
M3M Heights,Sector 65,35000000.0,35000000.0,584 sq.ft,584.0,5,Ready to move,Sigma Homes,1d ago,https://housing.com/in/buy/resale/page/17187899-3.5-bhk-apartment-in-sector-65-for-rs-35000000,Housing.com,59931
Spaze Privvy The Address,Sector 79,7000000.0,7000000.0,581 sq.ft,581.0,3,Ready to move,Rksharma3389,1d ago,https://housing.com/in/buy/resale/page/16653730-3-bhk-apartment-in-sector-79-for-rs-7000000,Housing.com,12048
Emaar Emerald Floors Premier,Sector 51,18200000.0,18200000.0,442 sq.ft,442.0,5,Ready to move,Shweta Jain,1d ago,https://housing.com/in/buy/resale/page/17200970-2.5-bhk-apartment-in-sector-51-for-rs-18200000,Housing.com,41176
Signature Global Golf Green,Sector 103,9500000.0,9500000.0,1689 sq.ft,1689.0,2,Ready to move,The NCR Properties,1d ago,https://housing.com/in/buy/resale/page/16201926-2-bhk-apartment-in-sector-103-for-rs-9500000,Housing.com,5624
Suncity Essel Towers,Sector 109,23000000.0,23000000.0,"24th Dec, 2025",24.0,3,Ready to move,The NCR Properties,1d ago,https://housing.com/in/buy/resale/page/16773241-3-bhk-apartment-in-sector-109-for-rs-23000000,Housing.com,958333
Orchid Island,Sector 6 Sohna,5000000.0,5000000.0,1085 sq.ft,1085.0,2,Ready to move,Globalparkrealtors,1d ago,"https://housing.com/in/buy/resale/page/17202806-2-bhk-apartment-in-sector-6,-sohna-for-rs-5000000",Housing.com,4608
Vatika Emilia Floors,Sector 102,14500000.0,14500000.0,"21st Mar, 2027",21.0,2,Ready to move,The NCR Properties,1d ago,https://housing.com/in/buy/resale/page/16773088-2-bhk-apartment-in-sector-102-for-rs-13500000,Housing.com,690476
M3M Sierra 68,"Sector 2, sohna",16000000.0,16000000.0,2578 sq.ft,2578.0,5,Ready to move,Nitish Yadav,1d ago,"https://housing.com/in/buy/resale/page/17202612-2.5-bhk-apartment-in-sector-2,-sohna-for-rs-16000000",Housing.com,6206
ROF Aalayas 1,Sector 102,26500000.0,26500000.0,"1st Oct, 2025",1.0,3,Ready to move,The NCR Properties,1d ago,https://housing.com/in/buy/resale/page/16210408-3-bhk-apartment-in-sector-102-for-rs-26100000,Housing.com,26500000
Pivotal Riddhi Siddhi,Sector 71,8250000.0,8250000.0,2361 sq.ft,2361.0,2,Ready to move,Noor,1d ago,https://housing.com/in/buy/resale/page/17202326-2-bhk-apartment-in-sector-71-for-rs-8250000,Housing.com,3494
Ashiana Mulberry,Sector 103,6600000.0,6600000.0,1685 sq.ft,1685.0,2,Ready to move,Samriddhi Properties,1d ago,https://housing.com/in/buy/resale/page/17196909-2-bhk-apartment-in-sector-103-for-rs-6600000,Housing.com,3916
Signature Global Andour Heights,Sector 79,6900000.0,6900000.0,2150 sq.ft,2150.0,3,Ready to move,Rksharma3389,1d ago,https://housing.com/in/buy/resale/page/16653596-3-bhk-apartment-in-sector-79-for-rs-6900000,Housing.com,3209
Signature Global Grand IVA,Sector 37D,6800000.0,6800000.0,574 sq.ft,574.0,2,Ready to move,Samriddhi Properties,1d ago,https://housing.com/in/buy/resale/page/15578091-2-bhk-apartment-in-sector-37d-for-rs-6800000,Housing.com,11846
Signature Global Golf Green,Sector 88A,20700000.0,20700000.0,1845 sq.ft,1845.0,3,Ready to move,Kiran Properties,1d ago,https://housing.com/in/buy/resale/page/16694438-3-bhk-apartment-in-sector-88a-for-rs-20700000,Housing.com,11219
Godrej Oasis,Sector 90,6800000.0,6800000.0,3000 sq.ft,3000.0,2,Ready to move,MurtiAssociate,1d ago,https://housing.com/in/buy/resale/page/16661282-2-bhk-apartment-in-sector-90-for-rs-6800000,Housing.com,2266
CGHS Narkanda Apartment,Sector 93,6000000.0,6000000.0,2600 sq.ft,2600.0,2,Ready to move,MurtiAssociate,1d ago,https://housing.com/in/buy/resale/page/16661197-2-bhk-apartment-in-sector-93-for-rs-6000000,Housing.com,2307
Shree Vardhman Green Court,Sector 93,5950000.0,5950000.0,1636 sq.ft,1636.0,2,Ready to move,MurtiAssociate,1d ago,https://housing.com/in/buy/resale/page/16661230-2-bhk-apartment-in-sector-93-for-rs-5950000,Housing.com,3636
Signature Global Orchard Avenue,Sector 86,6700000.0,6700000.0,584 sq.ft,584.0,2,Ready to move,MurtiAssociate,1d ago,https://housing.com/in/buy/resale/page/16660821-2-bhk-apartment-in-sector-86-for-rs-6700000,Housing.com,11472
Signature Global Orchard Avenue,Sector 86,6500000.0,6500000.0,581 sq.ft,581.0,2,Ready to move,MurtiAssociate,1d ago,https://housing.com/in/buy/resale/page/16660734-2-bhk-apartment-in-sector-86-for-rs-6500000,Housing.com,11187
Pyramid Urban Home II Extension,Sector 12,21000000.0,21000000.0,442 sq.ft,442.0,3,Ready to move,Kaif,1d ago,https://housing.com/in/buy/resale/page/17201824-3-bhk-apartment-in-sector-12a-for-rs-21000000,Housing.com,47511
Pyramid Elite,Nurpur Jharsa,15400000.0,15400000.0,1689 sq.ft,1689.0,2,Ready to move,Pulse Propmart,1d ago,https://housing.com/in/buy/resale/page/16651243-2-bhk-apartment-in-nurpur-jharsa-for-rs-15400000,Housing.com,9117
Global Apartment,Sector 102,8100000.0,8100000.0,"24th Dec, 2025",24.0,3,Ready to move,Homeraj Realty,1d ago,https://housing.com/in/buy/resale/page/16584353-3-bhk-apartment-in-sector-102-for-rs-8100000,Housing.com,337500
Stanford Amaara Residences,Sector 99,6500000.0,6500000.0,1085 sq.ft,1085.0,2,Ready to move,Homeraj Realty,1d ago,https://housing.com/in/buy/resale/page/15716104-2-bhk-apartment-in-sector-99-for-rs-6500000,Housing.com,5990
Suncity Avenue 102,Sector 59,74500000.0,74500000.0,"21st Mar, 2027",21.0,3,Ready to move,Mukesh Rai,1d ago,https://housing.com/in/buy/resale/page/17201388-3-bhk-apartment-in-sector-59-for-rs-74500000,Housing.com,3547619
CGHS Friends Apartment,Sector 113,20700000.0,20700000.0,2800 sq.ft,2800.0,5,Ready to move,InvestVista Realty,1d ago,https://housing.com/in/buy/resale/page/17085450-2.5-bhk-apartment-in-sector-113-for-rs-20700000,Housing.com,7392
Smartworld One DXP,Sector 104,23500000.0,23500000.0,2035 sq.ft,2035.0,3,Ready to move,InvestVista Realty,1d ago,https://housing.com/in/buy/resale/page/17096444-3-bhk-apartment-in-sector-104-for-rs-23500000,Housing.com,11547
Indiabulls Enigma,Sector 36A,16800000.0,16800000.0,1000 sq.ft,1000.0,1,Ready to move,InvestVista Realty,1d ago,https://housing.com/in/buy/resale/page/17096651-1-rk-apartment-in-sector-36a-for-rs-16800000,Housing.com,16800
Godrej Meridien,Sector 106,26000000.0,26000000.0,1660 sq.ft,1660.0,3,Ready to move,InvestVista Realty,1d ago,https://housing.com/in/buy/resale/page/17146771-3-bhk-apartment-in-sector-106-for-rs-26000000,Housing.com,15662
Krisumi Waterfall Suites,Sector 59,74000000.0,74000000.0,1865 sq.ft,1865.0,3,Ready to move,Mukesh Rai,1d ago,https://housing.com/in/buy/resale/page/17201331-3-bhk-apartment-in-sector-59-for-rs-74000000,Housing.com,39678
M3M Skycity,Sector 92,7500000.0,7500000.0,973 sq.ft,973.0,5,Ready to move,RamaRealityGurgaon,1d ago,https://housing.com/in/buy/resale/page/17201064-2.5-bhk-apartment-in-sector-92-for-rs-7500000,Housing.com,7708
Signature Global Deluxe DXP,Sector 37D,36700000.0,36700000.0,1895 sq.ft,1895.0,5,Ready to move,Greeh Srijan Realtors LLP,1d ago,https://housing.com/in/buy/resale/page/16487286-3.5-bhk-apartment-in-sector-37d-for-rs-36722000,Housing.com,19366
Suncity Avenue 102,Sector 9,9500000.0,9500000.0,1355 sq.ft,1355.0,2,Ready to move,Deepak Zutshi,1d ago,https://housing.com/in/buy/resale/page/17201149-2-bhk-apartment-in-sector-9-for-rs-9500000,Housing.com,7011
GLS Arawali Homes,"Sector 4, Sohna",6000000.0,6000000.0,1355 sq.ft,1355.0,3,Ready to move,Earthbase Realtors,1d ago,"https://housing.com/in/buy/resale/page/17200155-3-bhk-apartment-in-sector-4,-sohna-for-rs-6000000",Housing.com,4428
DLF The Primus,Sector 82A,28500000.0,28500000.0,1355 sq.ft,1355.0,3,Ready to move,Mk Realty,1d ago,https://housing.com/in/buy/resale/page/17193916-3-bhk-apartment-in-sector-82a-for-rs-28500000,Housing.com,21033
DLF Regal Gardens,Sector 90,28000000.0,28000000.0,1690 sq.ft,1690.0,4,Ready to move,Mk Realty,1d ago,https://housing.com/in/buy/resale/page/16177525-4-bhk-apartment-in-sector-90-for-rs-28000000,Housing.com,16568
Vatika Gurgaon 21,Sector 83,19000000.0,19000000.0,973 sq.ft,973.0,3,Ready to move,Sushant Homes,1d ago,https://housing.com/in/buy/resale/page/17200499-3-bhk-apartment-in-sector-83-for-rs-19000000,Housing.com,19527
M3M Heights,Sector 37D,30000000.0,30000000.0,350 sq.ft,350.0,3,Ready to move,Saket Tiwari,1d ago,https://housing.com/in/buy/resale/page/17200458-3-bhk-apartment-in-sector-37d-for-rs-30000000,Housing.com,85714
Signature Global Proxima,Sector 99A,4600000.0,4600000.0,1498 sq.ft,1498.0,2,Ready to move,Samriddhi Properties,1d ago,https://housing.com/in/buy/resale/page/17196819-2-bhk-apartment-in-sector-99a-for-rs-4600000,Housing.com,3070
Sobha City,Sector 89,6800000.0,6800000.0,1750 sq.ft,1750.0,2,Ready to move,Rohit Lathwal,1d ago,https://housing.com/in/buy/resale/page/17193999-2-bhk-apartment-in-sector-89-for-rs-6800000,Housing.com,3885
Breez Global Heights,Sector 108,40000000.0,40000000.0,2800 sq.ft,2800.0,3,Ready to move,ONKAR REAL ESTATES SOLUTIONS,1d ago,https://housing.com/in/buy/resale/page/13745702-3-bhk-apartment-in-sector-108-for-rs-40000000,Housing.com,14285
Signature Global The Serenas,"Sector 33, Sohna",5350000.0,5350000.0,2035 sq.ft,2035.0,2,Ready to move,Sahid Afridi,1d ago,"https://housing.com/in/buy/resale/page/16674681-2-bhk-apartment-in-sector-33,-sohna-for-rs-5350000",Housing.com,2628
Emaar Emerald Hill,Sector 36 Sohna,6700000.0,6700000.0,1000 sq.ft,1000.0,2,Ready to move,Sahid Afridi,1d ago,https://housing.com/in/buy/resale/page/16684064-2-bhk-apartment-in-sector-36-sohna-for-rs-6700000,Housing.com,6700
Parsvnath Green Ville,Sector 65,29500000.0,29500000.0,1660 sq.ft,1660.0,4,Ready to move,Divyanshi Realty,1d ago,https://housing.com/in/buy/resale/page/12683645-4-bhk-apartment-in-sector-65-for-rs-29500000-v2,Housing.com,17771
M3M Marina,Sector 48,22000000.0,22000000.0,1865 sq.ft,1865.0,3,Ready to move,Vision Realtech,1d ago,https://housing.com/in/buy/resale/page/16795959-3-bhk-apartment-in-sector-48-for-rs-22000000,Housing.com,11796
Signature Global The Millennia,Sector 68,16800000.0,16800000.0,973 sq.ft,973.0,2,Ready to move,Gc Homes,1d ago,https://housing.com/in/buy/resale/page/16816367-2-bhk-apartment-in-sector-68-for-rs-16800000,Housing.com,17266
Signature Global Proxima,Sector 37D,8100000.0,8100000.0,1895 sq.ft,1895.0,5,Ready to move,SS Realtors,1d ago,https://housing.com/in/buy/resale/page/17199832-2.5-bhk-apartment-in-sector-37d-for-rs-8100000,Housing.com,4274
Signature Global Proxima,Sector 89,6500000.0,6500000.0,1355 sq.ft,1355.0,2,Ready to move,Rohit Lathwal,1d ago,https://housing.com/in/buy/resale/page/17193969-2-bhk-apartment-in-sector-89-for-rs-6500000,Housing.com,4797
Shree Vardhman Victoria,Sector 89,7000000.0,7000000.0,1355 sq.ft,1355.0,2,Ready to move,Rohit Lathwal,1d ago,https://housing.com/in/buy/resale/page/17194017-2-bhk-apartment-in-sector-89-for-rs-7000000,Housing.com,5166
Shree Vardhman Victoria,Sector 70,17600000.0,17600000.0,1355 sq.ft,1355.0,5,Ready to move,Empire Makers Consulting (Rera -315),1d ago,https://housing.com/in/buy/resale/page/16210893-3.5-bhk-apartment-in-sector-70-for-rs-17600000,Housing.com,12988
Tulip Orange,Sector 70,24600000.0,24600000.0,1690 sq.ft,1690.0,3,Ready to move,Shri Deva Property,1d ago,https://housing.com/in/buy/resale/page/16318188-3-bhk-apartment-in-sector-70-for-rs-24550000,Housing.com,14556
Tulip Purple,Sector 70,15000000.0,15000000.0,973 sq.ft,973.0,3,Ready to move,Shri Deva Property,1d ago,https://housing.com/in/buy/resale/page/16737838-3-bhk-apartment-in-sector-70-for-rs-15000000,Housing.com,15416
Signature Global Andour Heights,Sector 69,27700000.0,27700000.0,350 sq.ft,350.0,4,Ready to move,Shri Deva Property,1d ago,https://housing.com/in/buy/resale/page/16317887-4-bhk-apartment-in-sector-69-for-rs-27665000,Housing.com,79142
